"Treatment","Month","Tmin","Tmax","Year","SSP_Time","month_name"
NA,3,-0.733674957537218,10.2613219821451,2082,"SSP2 2050","March"
NA,3,5.09321557268469,17.6958575740498,2081,"SSP2 2050","March"
NA,3,6.21235526144485,15.6316491376721,2096,"SSP2 2050","March"
NA,3,6.2903085770358,13.5724455287064,2055,"SSP2 2050","March"
NA,4,6.21277845902654,15.2895710829455,2053,"SSP2 2050","April"
NA,4,4.31533434744292,13.375923238342,2051,"SSP2 2050","April"
NA,4,0.866764490756398,12.3902477234918,2039,"SSP2 2050","April"
NA,4,0.712873333251568,12.9324070114439,2015,"SSP2 2050","April"
NA,4,3.40330101990372,17.803860021669,2100,"SSP2 2050","April"
NA,4,6.02069891202293,20.6070579081806,2056,"SSP2 2050","April"
NA,4,8.07057281076443,20.8558075703598,2020,"SSP2 2050","April"
NA,4,9.84081171599789,20.5627354433803,2022,"SSP2 2050","April"
NA,4,9.29304437253346,19.3654989746878,2066,"SSP2 2050","April"
NA,5,9.50585564574102,17.6738101617964,2033,"SSP2 2050","May"
NA,5,8.44445364485172,16.7325208403301,2007,"SSP2 2050","May"
NA,5,7.81217455745665,16.5926310494977,2100,"SSP2 2050","May"
NA,5,6.22127671002348,16.4788308489214,2055,"SSP2 2050","May"
NA,5,5.59282189096954,19.4872660450038,2040,"SSP2 2050","May"
NA,5,8.43546047468679,22.6355308198793,2038,"SSP2 2050","May"
NA,5,12.9794632077058,25.5465244897349,2027,"SSP2 2050","May"
NA,5,12.7527689207067,23.0403663314613,2039,"SSP2 2050","May"
NA,6,13.9787729944348,22.2866820604555,2037,"SSP2 2085","June"
NA,6,10.1652251968425,20.6937556164495,2076,"SSP2 2085","June"
NA,6,9.63220008534689,20.5775533784705,2091,"SSP2 2085","June"
NA,6,10.1409732289216,22.9756310910931,2035,"SSP2 2085","June"
NA,6,10.4206521942453,23.9494850485662,2039,"SSP2 2085","June"
NA,6,12.2575196584671,27.0170061253316,2009,"SSP2 2085","June"
NA,6,13.1789790298195,27.7852111953166,2066,"SSP2 2085","June"
NA,6,18.0960400678321,30.4027887050927,2079,"SSP2 2085","June"
NA,6,16.7575030632396,25.988797644091,2008,"SSP2 2085","June"
NA,7,15.035760899487,23.2698111376299,2001,"SSP2 2085","July"
NA,7,12.0154383009589,23.8132313420494,2075,"SSP2 2085","July"
NA,7,10.9901989596493,25.072396098667,2021,"SSP2 2085","July"
NA,7,14.271023279044,28.8555652150843,2056,"SSP2 2085","July"
NA,7,16.8888183290189,31.623611937842,2088,"SSP2 2085","July"
NA,7,17.5671887363866,32.093615502352,2044,"SSP2 2085","July"
NA,7,20.3676848005361,33.6519343607909,2048,"SSP2 2085","July"
NA,7,19.0743364746529,29.5326758194868,2037,"SSP2 2085","July"
NA,8,15.3410320727433,23.8468900075127,2063,"SSP2 2085","August"
NA,8,14.63747296484,23.0173813245256,2076,"SSP2 2085","August"
NA,8,11.9788350067394,22.13203578126,2089,"SSP2 2085","August"
NA,8,12.3422413467916,25.4038148789456,2074,"SSP2 2085","August"
NA,8,14.1021381465388,28.270283652849,2026,"SSP2 2085","August"
NA,8,16.3161670387748,30.7076579689751,2025,"SSP2 2085","August"
NA,8,18.0788943980854,32.537976316288,2085,"SSP2 2085","August"
NA,8,19.6602968722817,30.8788760569108,2091,"SSP2 2085","August"
NA,8,19.1082156608783,28.9415870076384,2052,"SSP2 2085","August"
NA,9,12.8609626380634,20.6974309867314,2025,"SSP2 2085","September"
NA,9,10.2640712956568,17.7060360708555,2012,"SSP2 2085","September"
NA,9,9.91106092983433,19.8322079431041,2076,"SSP2 2085","September"
NA,9,9.72596530012591,21.4854564485058,2028,"SSP2 2085","September"
NA,9,9.70659130193526,22.5301839436301,2061,"SSP2 2085","September"
NA,9,10.154489376642,23.6396952588994,2021,"SSP2 2085","September"
NA,9,12.5960474505436,25.8511667983979,2094,"SSP2 2085","September"
NA,9,14.8899291985464,26.933505181153,2100,"SSP2 2085","September"
NA,9,15.9876161279445,26.3579233558078,2091,"SSP2 2085","September"
NA,9,14.8764229669803,23.4244939228777,2058,"SSP2 2085","September"
NA,10,11.469064161545,18.3105655974132,2027,"SSP2 2085","October"
NA,10,10.9797934944299,17.638326396124,2064,"SSP2 2085","October"
NA,10,7.91772299822003,14.7411165841373,2063,"SSP2 2085","October"
NA,10,5.61916570686393,13.681661896606,2098,"SSP2 2085","October"
NA,10,5.73823366405265,15.4969258995075,2100,"SSP2 2085","October"
NA,10,9.74362130196723,20.7710679140977,2068,"SSP2 2085","October"
NA,10,12.1646877920414,22.970457257611,2053,"SSP2 2085","October"
NA,10,13.0456854759665,21.0094338826941,2046,"SSP2 2085","October"
NA,10,12.6074620823329,20.18059943056,2093,"SSP2 2085","October"
NA,11,5.10286155686443,9.99177709474885,2013,"SSP2 2085","November"
NA,11,4.29095796715029,9.20235810026979,2079,"SSP2 2085","November"
NA,11,1.31148294986866,6.73817803565908,2064,"SSP2 2085","November"
NA,11,0.0808093613394421,6.0615836600341,2062,"SSP2 2085","November"
NA,11,2.54487502499731,10.1044527459262,2028,"SSP2 2085","November"
NA,11,3.14292109142031,11.0275819174959,2033,"SSP2 2085","November"
NA,11,4.54898483988992,13.071629293023,2045,"SSP2 2085","November"
NA,11,9.52631986615169,16.6144187665666,2074,"SSP2 2085","November"
NA,11,9.32773881444559,15.4182336682108,2097,"SSP2 2085","November"
NA,11,8.46529972241827,13.9502790119955,2052,"SSP2 2085","November"
NA,11,6.67188012075688,11.6239751149663,2024,"SSP2 2085","November"
NA,12,1.11357134098784,4.94907643946523,2018,"SSP2 2085","December"
NA,12,-1.0949582160576,3.6300589140364,2084,"SSP2 2085","December"
NA,12,-4.24618946783743,1.98892020299165,2026,"SSP2 2085","December"
NA,12,2.71466960480433,9.33555127338963,2085,"SSP2 2085","December"
NA,12,3.24211834480207,9.81562154062672,2069,"SSP2 2085","December"
NA,12,5.62945978271242,11.9364769382587,2086,"SSP2 2085","December"
NA,12,6.96778728516329,12.9548131223873,2081,"SSP2 2085","December"
NA,12,5.95649914700512,10.5011583798446,2042,"SSP2 2085","December"
NA,12,4.88979160061969,8.66419465990258,2070,"SSP2 2085","December"
NA,1,1.39522677186125,4.86455703016332,2072,"SSP2 2085","January"
NA,1,-2.29644965894629,1.94463788394664,2022,"SSP2 2085","January"
NA,1,-2.56832565241562,2.2135657016398,2048,"SSP2 2085","January"
NA,1,-2.33196343895706,3.34102920006289,2015,"SSP2 2085","January"
NA,1,-0.347984343497676,6.93121567380474,2004,"SSP2 2085","January"
NA,1,3.96688039812847,11.2232228381365,2005,"SSP2 2085","January"
NA,1,5.64795041920377,12.2779412466722,2066,"SSP2 2085","January"
NA,1,7.53764832096,13.1009492738403,2069,"SSP2 2085","January"
NA,1,6.93782131199494,11.8894040115497,2006,"SSP2 2085","January"
NA,1,5.65669713571414,9.8982400634173,2081,"SSP2 2085","January"
NA,2,2.7767750672393,6.8387149794867,2011,"SSP2 2085","February"
NA,2,-0.488343365277781,3.65477310865709,2062,"SSP2 2085","February"
NA,2,-2.17889199261314,3.21367340223685,2091,"SSP2 2085","February"
NA,2,-3.13254978059998,6.09470729240613,2068,"SSP2 2085","February"
NA,2,5.1932815848146,12.8916341401215,2076,"SSP2 2085","February"
NA,2,6.23261689584046,11.8305488076738,2040,"SSP2 2085","February"
NA,2,4.19800822871005,8.42511791740198,2042,"SSP2 2085","February"
NA,3,5.81418030183947,10.7138100998161,2051,"SSP2 2085","March"
NA,3,2.14962158133982,8.8622714804628,2091,"SSP2 2085","March"
NA,3,-0.022322401910034,8.5300428251251,2086,"SSP2 2085","March"
NA,3,-0.439401371888971,8.8382792025799,2042,"SSP2 2085","March"
NA,3,-0.227848600922096,10.6958676612876,2082,"SSP2 2085","March"
NA,3,5.60175016607797,18.1269798233251,2081,"SSP2 2085","March"
NA,3,6.71301708634637,16.0696017062138,2096,"SSP2 2085","March"
NA,3,6.79495089815131,14.013542420676,2055,"SSP2 2085","March"
NA,4,6.83899428593471,15.8832983017561,2053,"SSP2 2085","April"
NA,4,4.93886724261212,13.968061407636,2051,"SSP2 2085","April"
NA,4,1.49396863687361,12.9777472391105,2039,"SSP2 2085","April"
NA,4,1.33902916068562,13.5190006654874,2015,"SSP2 2085","April"
NA,4,4.03359324906864,18.3910747775474,2100,"SSP2 2085","April"
NA,4,6.65431032347106,21.1956279006426,2056,"SSP2 2085","April"
NA,4,8.69931271382812,21.4464645244241,2020,"SSP2 2085","April"
NA,4,10.466655586367,21.1523213964083,2022,"SSP2 2085","April"
NA,4,9.91902984735055,19.9584403838064,2066,"SSP2 2085","April"
NA,5,10.1744300457863,18.2430999188782,2033,"SSP2 2085","May"
NA,5,9.11315643208101,17.3034830976789,2007,"SSP2 2085","May"
NA,5,8.48313461582434,17.1597860594757,2100,"SSP2 2085","May"
NA,5,6.90081863245292,17.0378398792931,2055,"SSP2 2085","May"
NA,5,6.29399922465345,20.0232069034369,2040,"SSP2 2085","May"
NA,5,9.13875703942218,23.1705783515123,2038,"SSP2 2085","May"
NA,5,13.6705180328486,26.0946683771383,2027,"SSP2 2085","May"
NA,5,13.4306893472674,23.601366248609,2039,"SSP2 2085","May"
NA,6,13.38354698079,21.7204278870574,2037,"SSP3 2050","June"
NA,6,9.56257015667934,20.129088687943,2076,"SSP3 2050","June"
NA,6,9.03342503614283,20.0154045818034,2091,"SSP3 2050","June"
NA,6,9.53866414967221,22.4212264743066,2035,"SSP3 2050","June"
NA,6,9.82151609991025,23.3915571000378,2039,"SSP3 2050","June"
NA,6,11.6532802804363,26.4622467349844,2009,"SSP3 2050","June"
NA,6,12.5732078818858,27.2292350312386,2066,"SSP3 2050","June"
NA,6,17.4930763220248,29.8451609238971,2079,"SSP3 2050","June"
NA,6,16.1596540438886,25.4254333583146,2008,"SSP3 2050","June"
NA,7,14.2847116708361,22.500400344013,2001,"SSP3 2050","July"
NA,7,11.2652374874759,23.0408510957003,2075,"SSP3 2050","July"
NA,7,10.2423494297426,24.2978569131123,2021,"SSP3 2050","July"
NA,7,13.5224503240837,28.0759264330172,2056,"SSP3 2050","July"
NA,7,16.1403527536023,30.8400436260108,2088,"SSP3 2050","July"
NA,7,16.8194526144187,31.3142782459769,2044,"SSP3 2050","July"
NA,7,19.61662967265,32.8755362650905,2048,"SSP3 2050","July"
NA,7,18.3227511670631,28.7603363445281,2037,"SSP3 2050","July"
NA,8,14.5179783507867,22.9726492913447,2063,"SSP3 2050","August"
NA,8,13.8160443123637,22.1419028615166,2076,"SSP3 2050","August"
NA,8,11.1581525313703,21.255088905094,2089,"SSP3 2050","August"
NA,8,11.5351365729653,24.513751278131,2074,"SSP3 2050","August"
NA,8,13.2913010533753,27.3837971358796,2026,"SSP3 2050","August"
NA,8,15.5070206339284,29.8195525702899,2025,"SSP3 2050","August"
NA,8,17.2723730919612,31.6468474090168,2085,"SSP3 2050","August"
NA,8,18.8458838866992,29.9954350787615,2091,"SSP3 2050","August"
NA,8,18.288814411715,28.0639537068022,2052,"SSP3 2050","August"
NA,9,12.078778688912,19.9268041964999,2025,"SSP3 2050","September"
NA,9,9.48363625660501,16.9348824594271,2012,"SSP3 2050","September"
NA,9,9.1333035077623,19.0644299677116,2076,"SSP3 2050","September"
NA,9,8.94294185035451,20.7183988977536,2028,"SSP3 2050","September"
NA,9,8.92270934018699,21.7646457109177,2061,"SSP3 2050","September"
NA,9,9.36974437226452,22.8712540228832,2021,"SSP3 2050","September"
NA,9,11.8121364088097,25.0856893087556,2094,"SSP3 2050","September"
NA,9,14.1048457259244,26.1654962652531,2100,"SSP3 2050","September"
NA,9,15.2026151010169,25.5907999773916,2091,"SSP3 2050","September"
NA,9,14.0934690102707,22.6552948645188,2058,"SSP3 2050","September"
NA,10,10.8423192896535,17.6723742705664,2027,"SSP3 2050","October"
NA,10,10.3530498777007,17.0017218982117,2064,"SSP3 2050","October"
NA,10,7.29197814676576,14.1024881775218,2063,"SSP3 2050","October"
NA,10,4.99534766278974,13.04386263614,2098,"SSP3 2050","October"
NA,10,5.112656406839,14.8582898633873,2100,"SSP3 2050","October"
NA,10,9.11685196419633,20.1345334583703,2068,"SSP3 2050","October"
NA,10,11.5393872750922,22.3319651963526,2053,"SSP3 2050","October"
NA,10,12.4200180129444,20.3708593853372,2046,"SSP3 2050","October"
NA,10,11.9828260660409,19.5438598788747,2093,"SSP3 2050","October"
NA,11,4.47714553262789,9.28056974577745,2013,"SSP3 2050","November"
NA,11,3.66420117015552,8.49296387383714,2079,"SSP3 2050","November"
NA,11,0.687171968403747,6.02997731267729,2064,"SSP3 2050","November"
NA,11,-0.538097420837318,5.3448429106921,2062,"SSP3 2050","November"
NA,11,1.93285320335402,9.3818504213945,2028,"SSP3 2050","November"
NA,11,2.53375499400851,10.3009320454892,2033,"SSP3 2050","November"
NA,11,3.94136562680262,12.3441099329026,2045,"SSP3 2050","November"
NA,11,8.91197372917141,15.8937971982665,2074,"SSP3 2050","November"
NA,11,8.71007167653897,14.7011999349472,2097,"SSP3 2050","November"
NA,11,7.84423444359433,13.2381187036735,2052,"SSP3 2050","November"
NA,11,6.04611357874525,10.9148882012669,2024,"SSP3 2050","November"
NA,12,0.683726060774622,4.46306117020053,2018,"SSP3 2050","December"
NA,12,-1.5102683411499,3.14726007534992,2084,"SSP3 2050","December"
NA,12,-4.65722707338412,1.4852515428713,2026,"SSP3 2050","December"
NA,12,2.31070527677972,8.83785453042119,2085,"SSP3 2050","December"
NA,12,2.83463861073141,9.31829433028905,2069,"SSP3 2050","December"
NA,12,5.22041578314508,11.4402938009871,2086,"SSP3 2050","December"
NA,12,6.55847857554595,12.4618911219155,2081,"SSP3 2050","December"
NA,12,5.53222470412406,10.013031111408,2042,"SSP3 2050","December"
NA,12,4.4622703368641,8.18333411304908,2070,"SSP3 2050","December"
NA,1,1.12535704875661,4.56213033423654,2072,"SSP3 2050","January"
NA,1,-2.56263087356164,1.6386498396456,2022,"SSP3 2050","January"
NA,1,-2.83362586236212,1.90503674064319,2048,"SSP3 2050","January"
NA,1,-2.59210320891553,3.02689037642802,2015,"SSP3 2050","January"
NA,1,-0.602857699478332,6.60941720762835,2004,"SSP3 2050","January"
NA,1,3.7135079503598,10.9049971612053,2005,"SSP3 2050","January"
NA,1,5.39481155295886,11.9616861143262,2066,"SSP3 2050","January"
NA,1,7.27946529744413,12.7915440428455,2069,"SSP3 2050","January"
NA,1,6.67523042746005,11.5788059025743,2006,"SSP3 2050","January"
NA,1,5.39382248035898,9.59463066993082,2081,"SSP3 2050","January"
NA,2,2.56164299640003,6.57826843910375,2011,"SSP3 2050","February"
NA,2,-0.705154216702778,3.3921993006336,2062,"SSP3 2050","February"
NA,2,-2.38843790196146,2.94536874231772,2091,"SSP3 2050","February"
NA,2,-3.3265751410001,5.80785374402516,2068,"SSP3 2050","February"
NA,2,4.99409032772043,12.6095344742685,2076,"SSP3 2050","February"
NA,2,6.02286738154443,11.5608381703643,2040,"SSP3 2050","February"
NA,2,3.98238743749476,8.1623694436227,2042,"SSP3 2050","February"
NA,3,5.4281375929883,10.3125721575774,2051,"SSP3 2050","March"
NA,3,1.76480822278366,8.45487639144789,2091,"SSP3 2050","March"
NA,3,-0.405587210980374,8.11896824760419,2086,"SSP3 2050","March"
NA,3,-0.81731291161356,8.42717421451427,2042,"SSP3 2050","March"
NA,3,-0.604881320648778,10.278966360519,2082,"SSP3 2050","March"
NA,3,5.22817206589846,17.7040944857221,2081,"SSP3 2050","March"
NA,3,6.32884795217628,15.6531807750442,2096,"SSP3 2050","March"
NA,3,6.41315623536866,13.6076476048944,2055,"SSP3 2050","March"
NA,4,6.36644724247678,15.3429573686089,2053,"SSP3 2050","April"
NA,4,4.46791642049274,13.4276457213565,2051,"SSP3 2050","April"
NA,4,1.03263416792265,12.4280613457552,2039,"SSP3 2050","April"
NA,4,0.880371834015298,12.967338777568,2015,"SSP3 2050","April"
NA,4,3.58214365212465,17.8305026206167,2100,"SSP3 2050","April"
NA,4,6.20316648853823,20.6330908652692,2056,"SSP3 2050","April"
NA,4,8.24357897712371,20.8895041923615,2020,"SSP3 2050","April"
NA,4,10.0026026678793,20.6050940672063,2022,"SSP3 2050","April"
NA,4,9.45133461424539,19.4136085383595,2066,"SSP3 2050","April"
NA,5,9.6280092807188,17.752375100442,2033,"SSP3 2050","May"
NA,5,8.56969766087345,16.810740331522,2007,"SSP3 2050","May"
NA,5,7.93938855489169,16.6665240100594,2100,"SSP3 2050","May"
NA,5,6.35074686924575,16.5511375844672,2055,"SSP3 2050","May"
NA,5,5.7347762902797,19.5448630169913,2040,"SSP3 2050","May"
NA,5,8.57540479741152,22.6970462024798,2038,"SSP3 2050","May"
NA,5,13.1170615382167,25.611688008237,2027,"SSP3 2050","May"
NA,5,12.8837099133999,23.1117654227397,2039,"SSP3 2050","May"
NA,6,14.7724574950174,23.2119681616181,2037,"SSP3 2085","June"
NA,6,10.9450357693149,21.6409686849337,2076,"SSP3 2085","June"
NA,6,10.4060366448079,21.5246066774464,2091,"SSP3 2085","June"
NA,6,10.8940033426456,23.9347522415538,2035,"SSP3 2085","June"
NA,6,11.1687167481653,24.9140809166071,2039,"SSP3 2085","June"
NA,6,12.9971411203315,27.9928339493992,2009,"SSP3 2085","June"
NA,6,13.9232699311668,28.7602663104123,2066,"SSP3 2085","June"
NA,6,18.855621021559,31.3609243583201,2079,"SSP3 2085","June"
NA,6,17.5423497682898,26.922545764379,2008,"SSP3 2085","June"
NA,7,15.9604866991228,24.3291416042622,2001,"SSP3 2085","July"
NA,7,12.9193070463049,24.895910834416,2075,"SSP3 2085","July"
NA,7,11.8778300012925,26.1710862711687,2021,"SSP3 2085","July"
NA,7,15.1547305524023,29.9651459495752,2056,"SSP3 2085","July"
NA,7,17.7699940695982,32.7379760746081,2088,"SSP3 2085","July"
NA,7,18.4463295209779,33.2063853262389,2044,"SSP3 2085","July"
NA,7,21.2575954152011,34.7543931177934,2048,"SSP3 2085","July"
NA,7,19.9856430673108,30.6095093047556,2037,"SSP3 2085","July"
NA,8,16.404149122781,25.1376094840698,2063,"SSP3 2085","August"
NA,8,15.6984389503503,24.3071431404877,2076,"SSP3 2085","August"
NA,8,13.0170261755013,23.4486399270625,2089,"SSP3 2085","August"
NA,8,13.3380889326616,26.7606395238281,2074,"SSP3 2085","August"
NA,8,15.0875823933239,29.6389956384661,2026,"SSP3 2085","August"
NA,8,17.30018033575,32.0770567628053,2025,"SSP3 2085","August"
NA,8,19.0590415810499,33.9127732616665,2085,"SSP3 2085","August"
NA,8,20.6851151952554,32.210598663514,2091,"SSP3 2085","August"
NA,8,20.1547953157674,30.2466351848248,2052,"SSP3 2085","August"
NA,9,13.7750443543584,21.7054892636057,2025,"SSP3 2085","September"
NA,9,11.1759648827056,18.7150816219712,2012,"SSP3 2085","September"
NA,9,10.8002195111357,20.8582413051652,2076,"SSP3 2085","September"
NA,9,10.610427337689,22.520471022928,2028,"SSP3 2085","September"
NA,9,10.5798274761965,23.5757899020869,2061,"SSP3 2085","September"
NA,9,11.023785399896,24.6929109808373,2021,"SSP3 2085","September"
NA,9,13.4690118096014,26.893648949462,2094,"SSP3 2085","September"
NA,9,15.7724569099293,27.973396177458,2100,"SSP3 2085","September"
NA,9,16.8825942126516,27.3810280779763,2091,"SSP3 2085","September"
NA,9,15.7823638195569,24.4400450532604,2058,"SSP3 2085","September"
NA,10,12.4232259865432,19.2579747753017,2027,"SSP3 2085","October"
NA,10,11.9339167882328,18.5873515030295,2064,"SSP3 2085","October"
NA,10,8.870578527026,15.6903527149591,2063,"SSP3 2085","October"
NA,10,6.57657067046728,14.6279472200454,2098,"SSP3 2085","October"
NA,10,6.68890228403315,16.4485032846311,2100,"SSP3 2085","October"
NA,10,10.6926082605356,21.7252795714464,2068,"SSP3 2085","October"
NA,10,13.1115562857906,23.926257392579,2053,"SSP3 2085","October"
NA,10,13.9994353027465,21.9579021665869,2046,"SSP3 2085","October"
NA,10,13.5629080870058,21.1291113904517,2093,"SSP3 2085","October"
NA,11,6.06582241666276,10.8455736415097,2013,"SSP3 2085","November"
NA,11,5.2519166354079,10.0570781262687,2079,"SSP3 2085","November"
NA,11,2.27130779125369,7.58916239408186,2064,"SSP3 2085","November"
NA,11,1.05184206400696,6.90553547331085,2062,"SSP3 2085","November"
NA,11,3.52385336103938,10.9390689990276,2028,"SSP3 2085","November"
NA,11,4.12940712255986,11.8563118555254,2033,"SSP3 2085","November"
NA,11,5.53569600226357,13.8992079360205,2045,"SSP3 2085","November"
NA,11,10.5028605793215,17.4519361748954,2074,"SSP3 2085","November"
NA,11,10.2982197554463,16.2587237680948,2097,"SSP3 2085","November"
NA,11,9.43046013470815,14.7968570091567,2052,"SSP3 2085","November"
NA,11,7.63329128763816,12.4764675829419,2024,"SSP3 2085","November"
NA,12,1.98907621868119,5.74552182894379,2018,"SSP3 2085","December"
NA,12,-0.205576596591667,4.42430812265079,2084,"SSP3 2085","December"
NA,12,-3.34613739468636,2.76184739554835,2026,"SSP3 2085","December"
NA,12,3.61850835038889,10.1118808095653,2085,"SSP3 2085","December"
NA,12,4.14708320353457,10.5927720538063,2069,"SSP3 2085","December"
NA,12,6.52815865992597,12.7145437487644,2086,"SSP3 2085","December"
NA,12,7.86701490249102,13.7352053270798,2081,"SSP3 2085","December"
NA,12,6.83980460455738,11.2929091603337,2042,"SSP3 2085","December"
NA,12,5.76751051838248,9.46522720976591,2070,"SSP3 2085","December"
NA,1,2.5906978276209,6.00720865469397,2072,"SSP3 2085","January"
NA,1,-1.0947685076776,3.08115795994004,2022,"SSP3 2085","January"
NA,1,-1.3633546513837,3.34573116039211,2048,"SSP3 2085","January"
NA,1,-1.12076621402258,4.46666561809868,2015,"SSP3 2085","January"
NA,1,0.87330887299282,8.04504197655499,2004,"SSP3 2085","January"
NA,1,5.19266982185996,12.3359811706967,2005,"SSP3 2085","January"
NA,1,6.87037947146916,13.3952996041226,2066,"SSP3 2085","January"
NA,1,8.75022000021807,14.2290617982347,2069,"SSP3 2085","January"
NA,1,8.14535328363696,13.0194292158177,2006,"SSP3 2085","January"
NA,1,6.86353371569666,11.0377561778912,2081,"SSP3 2085","January"
NA,2,3.76427111968356,7.79903379377341,2011,"SSP3 2085","February"
NA,2,0.491576327790618,4.60735248612123,2062,"SSP3 2085","February"
NA,2,-1.19489140502414,4.16055020444291,2091,"SSP3 2085","February"
NA,2,-2.13533073964736,7.02931700005672,2068,"SSP3 2085","February"
NA,2,6.1825784088726,13.8325866616378,2076,"SSP3 2085","February"
NA,2,7.21926638646328,12.7812625064155,2040,"SSP3 2085","February"
NA,2,5.1804276036484,9.37916823119636,2042,"SSP3 2085","February"
NA,3,6.55210937384037,11.399003195245,2051,"SSP3 2085","March"
NA,3,2.89316616667054,9.53597266885376,2091,"SSP3 2085","March"
NA,3,0.729529395447935,9.1927352325182,2086,"SSP3 2085","March"
NA,3,0.32061009394216,9.49919162615414,2042,"SSP3 2085","March"
NA,3,0.540695817852882,11.3423814944636,2082,"SSP3 2085","March"
NA,3,6.38188268330674,18.7586969110692,2081,"SSP3 2085","March"
NA,3,7.46888693437817,16.7203406709103,2096,"SSP3 2085","March"
NA,3,7.5444690976263,14.6866287351703,2055,"SSP3 2085","March"
NA,4,7.44520904738188,16.3673551236219,2053,"SSP3 2085","April"
NA,4,5.54505902150029,14.4544650514143,2051,"SSP3 2085","April"
NA,4,2.11799473018738,13.4468504860544,2039,"SSP3 2085","April"
NA,4,1.96704188079474,13.9852040894951,2015,"SSP3 2085","April"
NA,4,4.67488665060856,18.841371210964,2100,"SSP3 2085","April"
NA,4,7.29646502546529,21.6425503893146,2056,"SSP3 2085","April"
NA,4,9.33239842766958,21.9039443265286,2020,"SSP3 2085","April"
NA,4,11.0856583500413,21.6260469405024,2022,"SSP3 2085","April"
NA,4,10.5305733150695,20.4377161117204,2066,"SSP3 2085","April"
NA,5,10.7061894948256,18.897270157549,2033,"SSP3 2085","May"
NA,5,9.64181942772224,17.9508939763571,2007,"SSP3 2085","May"
NA,5,9.01626950483129,17.811173165052,2100,"SSP3 2085","May"
NA,5,7.41668515941895,17.7040775356651,2055,"SSP3 2085","May"
NA,5,6.78772486339196,20.7196685385787,2040,"SSP3 2085","May"
NA,5,9.62511063891246,23.867472051843,2038,"SSP3 2085","May"
NA,5,14.175224573184,26.7685347026197,2027,"SSP3 2085","May"
NA,5,13.9517081125258,24.2604291144805,2039,"SSP3 2085","May"
NA,6,13.7140492912579,22.099969884606,2037,"SSP5 2050","June"
NA,6,9.89261081772445,20.5179215834191,2076,"SSP5 2050","June"
NA,6,9.35460997306261,20.4045554368327,2091,"SSP5 2050","June"
NA,6,9.84900369108171,22.8136284041735,2035,"SSP5 2050","June"
NA,6,10.1296042200438,23.7867503484092,2039,"SSP5 2050","June"
NA,6,11.9575577220429,26.8642231452277,2009,"SSP5 2050","June"
NA,6,12.8838820375892,27.6290117776688,2066,"SSP5 2050","June"
NA,6,17.8105720769892,30.2363548204091,2079,"SSP5 2050","June"
NA,6,16.4867104689912,25.8080147378294,2008,"SSP5 2050","June"
NA,7,14.7467672692835,23.1810029995341,2001,"SSP5 2050","July"
NA,7,11.6869828496184,23.7641010561081,2075,"SSP5 2050","July"
NA,7,10.6334723723781,25.0515175047166,2021,"SSP5 2050","July"
NA,7,13.9119197998989,28.8376384228227,2056,"SSP5 2050","July"
NA,7,16.5205111472915,31.6150677860162,2088,"SSP5 2050","July"
NA,7,17.207688728425,32.0759751610827,2044,"SSP5 2050","July"
NA,7,20.021302976846,33.6212126957237,2048,"SSP5 2050","July"
NA,7,18.7600569779946,29.4695045783029,2037,"SSP5 2050","July"
NA,8,15.0762159289308,23.6628569762728,2063,"SSP5 2050","August"
NA,8,14.3721643149149,22.821796109279,2076,"SSP5 2050","August"
NA,8,11.7068898421918,21.9471189856353,2089,"SSP5 2050","August"
NA,8,12.0520817931277,25.240284435663,2074,"SSP5 2050","August"
NA,8,13.8057023635933,28.1192942794098,2026,"SSP5 2050","August"
NA,8,16.0187496442213,30.5544037290287,2025,"SSP5 2050","August"
NA,8,17.7768269325607,32.3837181346164,2085,"SSP5 2050","August"
NA,8,19.3864847138586,30.7024656542506,2091,"SSP5 2050","August"
NA,8,18.8318458163512,28.7602848548417,2052,"SSP5 2050","August"
NA,9,12.3680693728434,20.1999516550884,2025,"SSP5 2050","September"
NA,9,9.76959424697414,17.2094063542252,2012,"SSP5 2050","September"
NA,9,9.41256147178617,19.3362084564421,2076,"SSP5 2050","September"
NA,9,9.22990513968032,20.9895271894132,2028,"SSP5 2050","September"
NA,9,9.21161633369489,22.0327905916111,2061,"SSP5 2050","September"
NA,9,9.65717907988756,23.1468619269847,2021,"SSP5 2050","September"
NA,9,12.1014162380779,25.3495300827749,2094,"SSP5 2050","September"
NA,9,14.3925511277461,26.4406822457478,2100,"SSP5 2050","September"
NA,9,15.4917110095493,25.8591407420492,2091,"SSP5 2050","September"
NA,9,14.3833260763178,22.926820999259,2058,"SSP5 2050","September"
NA,10,10.5650402836226,17.1872244140247,2064,"SSP5 2050","October"
NA,10,7.50362069551185,14.2882488863105,2063,"SSP5 2050","October"
NA,10,5.21152625450821,13.2252907404626,2098,"SSP5 2050","October"
NA,10,5.33189482276704,15.0364654660847,2100,"SSP5 2050","October"
NA,10,9.34326360582893,20.3056199761687,2068,"SSP5 2050","October"
NA,10,11.7621755338445,22.5066244218377,2053,"SSP5 2050","October"
NA,10,12.6348021714618,20.5534872437715,2046,"SSP5 2050","October"
NA,10,12.1979206129025,19.7263987541639,2093,"SSP5 2050","October"
NA,10,11.0550014324642,17.8570646277594,2027,"SSP5 2050","October"
NA,11,4.63253522657916,9.51665673994914,2013,"SSP5 2050","November"
