"","Month","Tmin","Tmax","Chill_eff","Heat_eff"
"75",10,-19,13,0,1.78378964736655
"76",10,-19,14,0,2.13404495653714
"77",10,-19,15,0,2.50633495733885
"78",10,-19,16,0,2.89663192849692
"79",10,-19,17,0,3.30102746028259
"80",10,-19,18,0,3.71540026209248
"81",10,-19,19,0,4.13537902890396
"82",10,-19,20,0,4.55655264934963
"83",10,-19,21,0,4.97460939934463
"84",10,-19,22,0,5.38531033467521
"85",10,-19,23,0,5.7844170121826
"86",10,-19,24,0,6.16792019869352
"87",10,-19,25,0.0817211289163599,6.53200304717929
"88",10,-19,26,0.0252619080912535,6.8731791867977
"89",10,-19,27,0,7.18833598200175
"90",10,-19,28,0,7.47469006013888
"91",10,-19,29,0,7.5588178037319
"92",10,-19,30,0,7.12784420857336
"93",10,-18,-15,0,0
"94",10,-18,-14,0,0
"95",10,-18,-13,0,0
"96",10,-18,-12,0,0
"97",10,-18,-11,0,0
"98",10,-18,-10,0,0
"99",10,-18,-9,0,0
"100",10,-18,-8,0,0
"101",10,-18,-7,0,0
"102",10,-18,-6,0,0
"103",10,-18,-5,0,0
"104",10,-18,-4,0,0
"105",10,-18,-3,0,0
"106",10,-18,-2,0,0
"107",10,-18,-1,0.00000000726662062955248,0
"108",10,-18,0,0.00000453868627803081,0
"109",10,-18,1,0.00212648242666356,0
"110",10,-18,2,0.493271801188181,0.0000543397350789565
"111",10,-18,3,0.872153656214482,0.0078994834648248
"112",10,-18,4,0.900584556491277,0.0379874325432448
"113",10,-18,5,0.92010292767755,0.0966528652800453
"114",10,-18,6,0.990194073135632,0.188895222689251
"115",10,-18,7,0.942750447199375,0.316231344165171
"116",10,-18,8,0.984463106611718,0.479967627935015
"117",10,-18,9,0.999754949003688,0.679967188875546
"118",10,-18,10,0,0.91485692021886
"119",10,-18,11,0,1.18333854761404
"120",10,-18,12,0,1.4834923951299
"121",10,-18,13,0,1.81261304823834
"122",10,-18,14,0,2.16749426132422
"123",10,-18,15,0,2.54432499505525
"124",10,-18,16,0,2.93923693729428
"125",10,-18,17,0,3.34830909607386
"126",10,-18,18,0,3.7672507105528
"127",10,-18,19,0,4.19164803201039
"128",10,-18,20,0,4.61712072206151
"129",10,-18,21,0,5.03933929939781
"130",10,-18,22,0,5.45390799074275
"131",10,-18,23,0,5.85660527174397
"132",10,-18,24,0,6.24335757312664
"133",10,-18,25,0,6.61039115752732
"134",10,-18,26,0.0507885174812628,6.95425524466854
"135",10,-18,27,0,7.2718042396107
"136",10,-18,28,0,7.56032548545844
"137",10,-18,29,0,7.646286925325
"138",10,-18,30,0,7.20606721829265
"139",10,-17,-15,0,0
"140",10,-17,-14,0,0
"141",10,-17,-13,0,0
"142",10,-17,-12,0,0
"143",10,-17,-11,0,0
"144",10,-17,-10,0,0
"145",10,-17,-9,0,0
"146",10,-17,-8,0,0
"147",10,-17,-7,0,0
"148",10,-17,-6,0,0
"149",10,-17,-5,0,0
"150",10,-17,-4,0,0
"151",10,-17,-3,0,0
"152",10,-17,-2,0,0
"153",10,-17,-1,0.00000000713825753314103,0
"154",10,-17,0,0.0000045654994781421,0
"155",10,-17,1,0.00213758036919217,0
"156",10,-17,2,0.498728522580028,0.0000543397350789565
"157",10,-17,3,0.893016904936053,0.00810462764092354
"158",10,-17,4,0.91770851780932,0.0388545559026967
"159",10,-17,5,0.94430600446678,0.0988741713902508
"160",10,-17,6,0.991010897668993,0.193044602204224
"161",10,-17,7,0.961129712814616,0.322846213666933
"162",10,-17,8,1.00049690088955,0.489645284362747
"163",10,-17,9,1.0100156445632,0.692997622102537
"164",10,-17,10,0,0.931627014770715
"165",10,-17,11,0,1.20437646212588
"166",10,-17,12,0,1.50905318510227
"167",10,-17,13,0,1.84290770315725
"168",10,-17,14,0,2.20250171855121
"169",10,-17,15,0,2.5840517924207
"170",10,-17,16,0,2.98384222588235
"171",10,-17,17,0,3.39774342721313
"172",10,-17,18,0,3.82139515637214
"173",10,-17,19,0,4.25040003255028
"174",10,-17,20,0,4.68038492409225
"175",10,-17,21,0,5.10684716284129
"176",10,-17,22,0,5.52539742699341
"177",10,-17,23,0,5.93174750928577
"178",10,-17,24,0,6.32187388640539
"179",10,-17,25,0,6.69202055730983
"180",10,-17,26,0.066275238760559,7.03871687927667
"181",10,-17,27,0,7.35886975838616
"182",10,-17,28,0,7.64960477924291
"183",10,-17,29,0,7.73738110879558
"184",10,-17,30,0,7.28758602175676
"185",10,-16,-15,0,0
"186",10,-16,-14,0,0
"187",10,-16,-13,0,0
"188",10,-16,-12,0,0
"189",10,-16,-11,0,0
"190",10,-16,-10,0,0
"191",10,-16,-9,0,0
"192",10,-16,-8,0,0
"193",10,-16,-7,0,0
"194",10,-16,-6,0,0
"195",10,-16,-5,0,0
"196",10,-16,-4,0,0
"197",10,-16,-3,0,0
"198",10,-16,-2,0,0
"199",10,-16,-1,0.00000000700150894909587,0
"200",10,-16,0,0.00000459666564846157,0
"201",10,-16,1,0.00215033656301005,0
"202",10,-16,2,0.504400097824049,0.0000543397350789565
"203",10,-16,3,0.92883651786737,0.00832580911254382
"204",10,-16,4,0.937906018379967,0.0397783664777896
"205",10,-16,5,0.973129869292465,0.101276198644235
"206",10,-16,6,0.978660856047741,0.197436684100998
"207",10,-16,7,0.981334406964678,0.329909331845869
"208",10,-16,8,1.01356902548265,0.499895957794412
"209",10,-16,9,0.983323830962327,0.706720740660603
"210",10,-16,10,0,0.949405648744924
"211",10,-16,11,0,1.22661476064341
"212",10,-16,12,0,1.53603669179642
"213",10,-16,13,0,1.87474451712012
"214",10,-16,14,0,2.23916969042365
"215",10,-16,15,0,2.6257492587341
"216",10,-16,16,0,3.03060559212496
"217",10,-16,17,0,3.44949248339331
"218",10,-16,18,0,3.8780491302955
"219",10,-16,19,0,4.31190648653171
"220",10,-16,20,0,4.74650825701835
"221",10,-16,21,0,5.17734450259588
"222",10,-16,22,0,5.59995787054622
"223",10,-16,23,0,6.01011592830443
"224",10,-16,24,0,6.4037949083898
"225",10,-16,25,0,6.77723919764287
"226",10,-16,26,0,7.12697970244288
"227",10,-16,27,0.030366862952374,7.44975431173634
"228",10,-16,28,0,7.74272154723001
"229",10,-16,29,0,7.83233598449515
"230",10,-16,30,0,7.37255660036678
"231",10,-15,-15,0,0
"232",10,-15,-14,0,0
"233",10,-15,-13,0,0
"234",10,-15,-12,0,0
"235",10,-15,-11,0,0
"236",10,-15,-10,0,0
"237",10,-15,-9,0,0
"238",10,-15,-8,0,0
"239",10,-15,-7,0,0
"240",10,-15,-6,0,0
"241",10,-15,-5,0,0
"242",10,-15,-4,0,0
"243",10,-15,-3,0,0
"244",10,-15,-2,0,0
"245",10,-15,-1,0.00000000685663156441062,0
"246",10,-15,0,0.00000463327118254861,0
"247",10,-15,1,0.00216518068540865,0
"248",10,-15,2,0.510335204651476,0.0000543397350789565
"249",10,-15,3,0.958136537216049,0.00856494205337892
"250",10,-15,4,0.985482643560015,0.0407747898943205
"251",10,-15,5,0.989858824697731,0.103868586434127
"252",10,-15,6,0.957141557977017,0.202129098208962
"253",10,-15,7,1.00067773148527,0.337464735932604
"254",10,-15,8,1.024264459595,0.510760641409957
"255",10,-15,9,0.959132437454961,0.72126889594326
"256",10,-15,10,0,0.968287570988897
"257",10,-15,11,0,1.25017191083002
"258",10,-15,12,0,1.56453562217156
"259",10,-15,13,0,1.90820397915025
"260",10,-15,14,0,2.2777465111362
"261",10,-15,15,0,2.6695984174924
"262",10,-15,16,0,3.07969633904018
"263",10,-15,17,0,3.50377180692725
"264",10,-15,18,0,3.93750769013663
"265",10,-15,19,0,4.37634984952038
"266",10,-15,20,0,4.81571713657022
"267",10,-15,21,0,5.25103147436667
"268",10,-15,22,0,5.67789528166795
"269",10,-15,23,0,6.09205955573067
"270",10,-15,24,0,6.48952189351088
"271",10,-15,25,0,6.86645315289768
"272",10,-15,26,0,7.21925493351464
"273",10,-15,27,0.0431361013581384,7.54470086148364
"274",10,-15,28,0,7.8399275404333
"275",10,-15,29,0,7.9314155692311
"276",10,-15,30,0,7.46123168114345
"277",10,-14,-14,0,0
"278",10,-14,-13,0,0
"279",10,-14,-12,0,0
"280",10,-14,-11,0,0
"281",10,-14,-10,0,0
"282",10,-14,-9,0,0
"283",10,-14,-8,0,0
"284",10,-14,-7,0,0
"285",10,-14,-6,0,0
"286",10,-14,-5,0,0
"287",10,-14,-4,0,0
"288",10,-14,-3,0,0
"289",10,-14,-2,0,0
"290",10,-14,-1,0.00000000670396835328675,0
"291",10,-14,0,0.00000467664081616475,0
"292",10,-14,1,0.00218263554375861,0
"293",10,-14,2,0.516593872830287,0.0000543397350789565
"294",10,-14,3,0.929002611608182,0.00882413011269327
"295",10,-14,4,0.950570935558361,0.0418627209581522
"296",10,-14,5,1.01156372486531,0.106662075077516
"297",10,-14,6,0.967215456454529,0.207180042551902
"298",10,-14,7,1.01545387570418,0.345552516629337
"299",10,-14,8,1.02100795297563,0.522287014191094
"300",10,-14,9,0.993470446033827,0.736799288728043
"301",10,-14,10,0,0.988380088548385
"302",10,-14,11,0,1.27519127772522
"303",10,-14,12,0,1.59463291220241
"304",10,-14,13,0,1.94347292614634
"305",10,-14,14,0,2.31845269117593
"306",10,-14,15,0,2.71577839439112
"307",10,-14,16,0,3.13133201752472
"308",10,-14,17,0,3.56089636572857
"309",10,-14,18,0,3.99997702984361
"310",10,-14,19,0,4.44397288848645
"311",10,-14,20,0,4.88823615759571
"312",10,-14,21,0,5.32825011818217
"313",10,-14,22,0,5.75958933401342
"314",10,-14,23,0,6.17803503548943
"315",10,-14,24,0,6.57943557715833
"316",10,-14,25,0,6.95989630977829
"317",10,-14,26,0,7.31582710141376
"318",10,-14,27,0.048304434519287,7.64398882849468
"319",10,-14,28,0,7.94156360461586
"320",10,-14,29,0,8.03507112912756
"321",10,-14,30,0,7.5539782161676
"322",10,-13,-13,0,0
"323",10,-13,-12,0,0
"324",10,-13,-11,0,0
"325",10,-13,-10,0,0
"326",10,-13,-9,0,0
"327",10,-13,-8,0,0
"328",10,-13,-7,0,0
"329",10,-13,-6,0,0
"330",10,-13,-5,0,0
"331",10,-13,-4,0,0
"332",10,-13,-3,0,0
"333",10,-13,-2,0,0
"334",10,-13,-1,0.00000000654394781683811,0
"335",10,-13,0,0.00000472843405865749,0
"336",10,-13,1,0.00220334105719991,0
"337",10,-13,2,0.52324992802144,0.0000543397350789565
"338",10,-13,3,0.979320360442398,0.00910573511620582
"339",10,-13,4,0.928949364439897,0.0430595287437932
"340",10,-13,5,1.02358082222579,0.109668762735676
"341",10,-13,6,0.980171336412443,0.212643980199609
"342",10,-13,7,1.02778157255591,0.3542157345934
"343",10,-13,8,0.968414747915274,0.534559719644443
"344",10,-13,9,1.02539637656701,0.753425088806303
"345",10,-13,10,0,1.00981876410879
"346",10,-13,11,0,1.30177319910989
"347",10,-13,12,0,1.62644622560086
"348",10,-13,13,0,1.98082552479362
"349",10,-13,14,0,2.36148239291902
"350",10,-13,15,0,2.76451120446384
"351",10,-13,16,0,3.18584270732286
"352",10,-13,17,0,3.62110112330159
"353",10,-13,18,0,4.06571798015638
"354",10,-13,19,0,4.5150287725184
"355",10,-13,20,0,4.9644458095631
"356",10,-13,21,0,5.40942314117349
"357",10,-13,22,0,5.84554238471801
"358",10,-13,23,0,6.26839429900537
"359",10,-13,24,0,6.67381388816082
"360",10,-13,25,0,7.05788485521728
"361",10,-13,26,0,7.41703030493967
"362",10,-13,27,0.0709256360640428,7.7480777403142
"363",10,-13,28,0,8.04831492252649
"364",10,-13,29,0,8.14355770315287
"365",10,-13,30,0,7.65122020913358
"366",10,-12,-12,0,0
"367",10,-12,-11,0,0
"368",10,-12,-10,0,0
"369",10,-12,-9,0,0
"370",10,-12,-8,0,0
"371",10,-12,-7,0,0
"372",10,-12,-6,0,0
"373",10,-12,-5,0,0
"374",10,-12,-4,0,0
"375",10,-12,-3,0,0
"376",10,-12,-2,0,0
"377",10,-12,-1,0.00000000637708129114132,0
"378",10,-12,0,0.00000479091341463691,0
"379",10,-12,1,0.00222809420064444,0
"380",10,-12,2,0.530070288087761,0.0000543397350789565
"381",10,-12,3,0.911399239584343,0.00941245546371967
"382",10,-12,4,0.924341682130848,0.0443852244950079
"383",10,-12,5,1.00660097514782,0.112903699453317
"384",10,-12,6,1.00323148910583,0.218577592132665
"385",10,-12,7,1.03660145260097,0.363504261976791
"386",10,-12,8,0.97612454981262,0.547762749265749
"387",10,-12,9,1.0374925579656,0.771267647742826
"388",10,-12,10,0,1.03276006417605
"389",10,-12,11,0,1.33001667013055
"390",10,-12,12,0,1.66025760176457
"391",10,-12,13,0,2.02048103786693
"392",10,-12,14,0,2.40706425636448
"393",10,-12,15,0,2.81613659696084
"394",10,-12,16,0,3.2434979536233
"395",10,-12,17,0,3.68466698115562
"396",10,-12,18,0,4.13501720899012
"397",10,-12,19,0,4.58993961186975
"398",10,-12,20,0,5.04482362970056
"399",10,-12,21,0,5.49507324490999
"400",10,-12,22,0,5.93609184777955
"401",10,-12,23,0,6.36346854863278
"402",10,-12,24,0,6.77301222344116
"403",10,-12,25,0,7.16084929091534
"404",10,-12,26,0,7.52351164350295
"405",10,-12,27,0.0728641301614386,7.85779088421815
"406",10,-12,28,0.000000116684338470222,8.16076555312116
"407",10,-12,29,0,8.2572687856534
"408",10,-12,30,0,7.75394820366799
"409",10,-11,-11,0,0
"410",10,-11,-10,0,0
"411",10,-11,-9,0,0
"412",10,-11,-8,0,0
"413",10,-11,-7,0,0
"414",10,-11,-6,0,0
"415",10,-11,-5,0,0
"416",10,-11,-4,0,0
"417",10,-11,-3,0,0
"418",10,-11,-2,0,0
"419",10,-11,-1,0.00000000620395831524287,0
"420",10,-11,0,0.00000486673596611512,0
"421",10,-11,1,0.00225790333973837,0
"422",10,-11,2,0.53736300393506,0.0000543397350789565
"423",10,-11,3,0.920438408181876,0.009747432706509
"424",10,-11,4,0.976142525637059,0.0458679632208942
"425",10,-11,5,1.00226962131159,0.116413611519833
"426",10,-11,6,1.01839344210135,0.225033276067963
"427",10,-11,7,1.0147158216563,0.373480192668786
"428",10,-11,8,1.02230447673507,0.562044404622734
"429",10,-11,9,0,0.790483568973318
"430",10,-11,10,0,1.05731622532401
"431",10,-11,11,0,1.36013095444029
"432",10,-11,12,0,1.69633347084015
"433",10,-11,13,0,2.06267759174394
"434",10,-11,14,0,2.45554453861772
"435",10,-11,15,0,2.87096513576463
"436",10,-11,16,0,3.30460109453872
"437",10,-11,17,0,3.75191999790545
"438",10,-11,18,0,4.20834295619352
"439",10,-11,19,0,4.66924632408952
"440",10,-11,20,0,5.12989423100407
"441",10,-11,21,0,5.58555847353503
"442",10,-11,22,0,6.03162518819851
"443",10,-11,23,0,6.46368370837885
"444",10,-11,24,0,6.8776299684595
"445",10,-11,25,0,7.26963494623582
"446",10,-11,26,0,7.6360220508685
"447",10,-11,27,0.0804729314031141,7.97347302638928
"448",10,-11,28,0.000136102593146195,8.27908404841479
"449",10,-11,29,0.00000000293760789786861,8.37652259961968
"450",10,-11,30,0,7.8625949335445
"451",10,-10,-10,0,0
"452",10,-10,-9,0,0
"453",10,-10,-8,0,0
"454",10,-10,-7,0,0
"455",10,-10,-6,0,0
"456",10,-10,-5,0,0
"457",10,-10,-4,0,0
"458",10,-10,-3,0,0
"459",10,-10,-2,0,0
"460",10,-10,-1,0.000000006025240133077,0
"461",10,-10,0,0.00000495930987670809,0
"462",10,-10,1,0.0022940734038868,0
"463",10,-10,2,0.545295868418646,0.0000543397350789565
"464",10,-10,3,0.915708389925944,0.0101150982459791
"465",10,-10,4,0.979787366671753,0.0475314183746517
"466",10,-10,5,0.967523406156844,0.120277606057776
"467",10,-10,6,1.03095127218793,0.232064037473094
"468",10,-10,7,0.973954714999708,0.384297994193721
"469",10,-10,8,1.03838808446674,0.577543919279476
"470",10,-10,9,0,0.811244859565783
"471",10,-10,10,0,1.08362690538384
"472",10,-10,11,0,1.39244370881688
"473",10,-10,12,0,1.73492672119313
"474",10,-10,13,0,2.10776654034576
"475",10,-10,14,0,2.50727891969736
"476",10,-10,15,0,2.92932565765639
"477",10,-10,16,0,3.36952474881705
"478",10,-10,17,0,3.82338343584332
"479",10,-10,18,0,4.28630271643592
"480",10,-10,19,0,4.75346793074532
"481",10,-10,20,0,5.22006116879553
"482",10,-10,21,0,5.68132701150713
"483",10,-10,22,0,6.13269877736577
"484",10,-10,23,0,6.56986462065349
"485",10,-10,24,0,6.98856119780113
"486",10,-10,25,0,7.38476650359674
"487",10,-10,26,0,7.75480169039545
"488",10,-10,27,0.0732119959121272,8.09540132674884
"489",10,-10,28,0.00607297212026694,8.40377860918606
"490",10,-10,29,0.00000248852462537975,8.50231109334489
"491",10,-10,30,0,7.97855303593914
"492",10,-9,-9,0,0
"493",10,-9,-8,0,0
"494",10,-9,-7,0,0
"495",10,-9,-6,0,0
"496",10,-9,-5,0,0
"497",10,-9,-4,0,0
"498",10,-9,-3,0,0
"499",10,-9,-2,0,0
"500",10,-9,-1,0.00000000584165148578345,0
"501",10,-9,0,0.00000507521368455773,0
"502",10,-9,1,0.0023383426160127,0
"503",10,-9,2,0.553975107111029,0.0000543397350789565
"504",10,-9,3,0.925279231312824,0.0105220463338483
"505",10,-9,4,1.00015142823522,0.0493904811390317
"506",10,-9,5,0.993140291678786,0.124568640928074
"507",10,-9,6,1.03618122567198,0.239732904644171
"508",10,-9,7,1.00346866184679,0.396161106016571
"509",10,-9,8,1.04521791636363,0.594444530729384
"510",10,-9,9,0,0.833682192430377
"511",10,-9,10,0,1.11202048172353
"512",10,-9,11,0,1.42723470166615
"513",10,-9,12,0,1.77639368641869
"514",10,-9,13,0,2.15615110199031
"515",10,-9,14,0,2.56262702856796
"516",10,-9,15,0,2.99164563470832
"517",10,-9,16,0,3.4388611479616
"518",10,-9,17,0,3.89972278109147
"519",10,-9,18,0,4.36941618066912
"520",10,-9,19,0,4.84307365777968
"521",10,-9,20,0,5.31587088471746
"522",10,-9,21,0,5.78316150964778
"523",10,-9,22,0,6.24030696783409
"524",10,-9,23,0,6.68274157592818
"525",10,-9,24,0,7.10615378896351
"526",10,-9,25,0,7.50656874940885
"527",10,-9,26,0,7.88044845325598
"528",10,-9,27,0.0720373857162738,8.22466981725578
"529",10,-9,28,0.0207213921896532,8.53633582898218
"530",10,-9,29,0.000224624210753693,8.63593954318988
"531",10,-9,30,0,8.10259412482995
"532",10,-8,-8,0,0
"533",10,-8,-7,0,0
"534",10,-8,-6,0,0
"535",10,-8,-5,0,0
"536",10,-8,-4,0,0
"537",10,-8,-3,0,0
"538",10,-8,-2,0,0
"539",10,-8,-1,0.00000000565397092815979,0
"540",10,-8,0,0.00000522030882733081,0
"541",10,-8,1,0.0023930998131947,0
"542",10,-8,2,0.55796673143643,0.0000543696852684089
"543",10,-8,3,0.932257079356283,0.0109765499980285
"544",10,-8,4,1.01242180269616,0.0514624622744901
"545",10,-8,5,1.01555335912689,0.129360063631804
"546",10,-8,6,0.994542259695266,0.248141520718892
"547",10,-8,7,1.02918246784744,0.409236385423205
"548",10,-8,8,1.05419948905041,0.61293815560832
"549",10,-8,9,0,0.85803866465313
"550",10,-8,10,0,1.14283236363497
"551",10,-8,11,0,1.46486686219116
"552",10,-8,12,0,1.82118652104498
"553",10,-8,13,0,2.20822923888152
"554",10,-8,14,0,2.62208063402493
"555",10,-8,15,0,3.0585993222368
"556",10,-8,16,0,3.51331695275707
"557",10,-8,17,0,3.98148272202891
"558",10,-8,18,0,4.45824470038003
"559",10,-8,19,0,4.93880094730048
"560",10,-8,20,0,5.41835353050875
"561",10,-8,21,0,5.8919936061481
"562",10,-8,22,0,6.35495231986462
"563",10,-8,23,0,6.80270563554438
"564",10,-8,24,0,7.23110965115756
"565",10,-8,25,0,7.63628330720934
"566",10,-8,26,0,8.01454504676149
"567",10,-8,27,0.0708065726732535,8.36260155193939
"568",10,-8,28,0.0389439413625383,8.67756367584487
"569",10,-8,29,0.0021046763611875,8.7780025182368
"570",10,-8,30,0,8.23540655992904
"571",10,-7,-7,0,0
"572",10,-7,-6,0,0
"573",10,-7,-5,0,0
"574",10,-7,-4,0,0
"575",10,-7,-3,0,0
"576",10,-7,-2,0,0
"577",10,-7,-1,0.00000000546301996964661,0
"578",10,-7,0,0.00000540608656281314,0
"579",10,-7,1,0.00246176898892854,0
"580",10,-7,2,0.561091605729975,0.0000546781510131867
"581",10,-7,3,0.92021168998375,0.0114926955029547
"582",10,-7,4,1.02712317605548,0.0537791026724574
"583",10,-7,5,1.01212466822749,0.134721908942349
"584",10,-7,6,0.970355101104008,0.257527477395316
"585",10,-7,7,1.03860757919401,0.423742048220123
"586",10,-7,8,1.00981732423505,0.633201406997039
"587",10,-7,9,0,0.884720433091282
"588",10,-7,10,0,1.17643696443602
"589",10,-7,11,0,1.50584165096204
"590",10,-7,12,0,1.86975148149409
"591",10,-7,13,0,2.2645692625256
"592",10,-7,14,0,2.68640723920998
"593",10,-7,15,0,3.13092778009236
"594",10,-7,16,0,3.59349926180321
"595",10,-7,17,0,4.06937713265805
"596",10,-7,18,0,4.55380183641822
"597",10,-7,19,0,5.04175952847298
"598",10,-7,20,0,5.52822486749814
"599",10,-7,21,0,6.0083154079895
"600",10,-7,22,0,6.47745633058805
"601",10,-7,23,0,6.93116339923826
"602",10,-7,24,0,7.36511305567283
"603",10,-7,25,0,7.77527481033401
"604",10,-7,26,0,8.15796090712649
"605",10,-7,27,0,8.50995097899649
"606",10,-7,28,0.0559098944390079,8.82853483379776
"607",10,-7,29,0,8.93014249379726
"608",10,-7,30,0,8.37905244405877
"609",10,-6,-6,0,0
"610",10,-6,-5,0,0
"611",10,-6,-4,0,0
"612",10,-6,-3,0,0
"613",10,-6,-2,0,0
"614",10,-6,-1,0.00000000526965139171272,0
"615",10,-6,0,0.00000564790170061647,0
"616",10,-6,1,0.00254949372103565,0
"617",10,-6,2,0.561011394319117,0.0000555347587981502
"618",10,-6,3,0.888319599729242,0.0121022680118177
"619",10,-6,4,1.00329161511266,0.0564368535964997
"620",10,-6,5,1.00926676309722,0.140739533752813
"621",10,-6,6,1.01056820530054,0.268110042348259
"622",10,-6,7,1.0327297276051,0.439898729174678
"623",10,-6,8,1.00001785458324,0.655633825175549
"624",10,-6,9,0,0.914127319316306
"625",10,-6,10,0,1.21338479746347
"626",10,-6,11,0,1.55066689453822
"627",10,-6,12,0,1.92275337437219
"628",10,-6,13,0,2.32604275514258
"629",10,-6,14,0,2.75639126973336
"630",10,-6,15,0,3.20935501689399
"631",10,-6,16,0,3.68039119520942
"632",10,-6,17,0,4.16464606588799
"633",10,-6,18,0,4.6570551126244
"634",10,-6,19,0,5.15259292232701
"635",10,-6,20,0,5.64644358309748
"636",10,-6,21,0,6.1337171186048
"637",10,-6,22,0,6.60961625464882
"638",10,-6,23,0,7.06953345138633
"639",10,-6,24,0,7.50916228559262
"640",10,-6,25,0,7.92464406329503
"641",10,-6,26,0,8.31232270454645
"642",10,-6,27,0,8.66885219870752
"643",10,-6,28,0.0246955935306115,8.99131261584417
"644",10,-6,29,0,9.09374024547891
"645",10,-6,30,0,8.53410851463657
"646",10,-5,-5,0,0
"647",10,-5,-4,0,0
"648",10,-5,-3,0,0
"649",10,-5,-2,0,0
"650",10,-5,-1,0.00000000507473712626532,0
"651",10,-5,0,0.0000059777539249172,0
"652",10,-5,1,0.00266444408917683,0
"653",10,-5,2,0.560392842141778,0.0000572234880331107
"654",10,-5,3,0.834089243700208,0.0128428426225885
"655",10,-5,4,0.992358289796768,0.0595454469595885
"656",10,-5,5,0.96701105227253,0.147611940145686
"657",10,-5,6,1.02074347831625,0.280155926302357
"658",10,-5,7,0.977519944257073,0.45800822092427
"659",10,-5,8,1.0111621343519,0.680698517488749
"660",10,-5,9,0,0.94685836964313
"661",10,-5,10,0,1.25426289493901
"662",10,-5,11,0,1.60013078632285
"663",10,-5,12,0,1.98117145411618
"664",10,-5,13,0,2.39350570643293
"665",10,-5,14,0,2.83299042533478
"666",10,-5,15,0,3.29518321079392
"667",10,-5,16,0,3.77521672465885
"668",10,-5,17,0,4.26815153706313
"669",10,-5,18,0,4.76913348847053
"670",10,-5,19,0,5.27308956456082
"671",10,-5,20,0,5.77494073845401
"672",10,-5,21,0,6.26971054099328
"673",10,-5,22,0,6.75272934886501
"674",10,-5,23,0,7.21945122947155
"675",10,-5,24,0,7.6654621388192
"676",10,-5,25,0,8.08665947026146
"677",10,-5,26,0,8.47933046098409
"678",10,-5,27,0.0354028373174422,8.84019957636723
"679",10,-5,28,0,9.1664803265306
"680",10,-5,29,0,9.26972119379486
"681",10,-5,30,0,8.70220282146438
"682",10,-4,-4,0,0
"683",10,-4,-3,0,0
"684",10,-4,-2,0,0
"685",10,-4,-1,0.00000000487915609163403,0
