"SSP_Time","GCM","Year","Frost"
"SSP1 2085","CNRM-ESM2-1",2045,0
"SSP1 2085","CNRM-ESM2-1",2046,0
"SSP1 2085","CNRM-ESM2-1",2047,0
"SSP1 2085","CNRM-ESM2-1",2048,5
"SSP1 2085","CNRM-ESM2-1",2049,9
"SSP1 2085","CNRM-ESM2-1",2050,3
"SSP1 2085","CNRM-ESM2-1",2051,1
"SSP1 2085","CNRM-ESM2-1",2052,7
"SSP1 2085","CNRM-ESM2-1",2053,6
"SSP1 2085","CNRM-ESM2-1",2054,0
"SSP1 2085","CNRM-ESM2-1",2055,0
"SSP1 2085","CNRM-ESM2-1",2056,0
"SSP1 2085","CNRM-ESM2-1",2057,0
"SSP1 2085","CNRM-ESM2-1",2058,8
"SSP1 2085","CNRM-ESM2-1",2059,4
"SSP1 2085","CNRM-ESM2-1",2060,0
"SSP1 2085","CNRM-ESM2-1",2061,0
"SSP1 2085","CNRM-ESM2-1",2062,2
"SSP1 2085","CNRM-ESM2-1",2063,3
"SSP1 2085","CNRM-ESM2-1",2064,7
"SSP1 2085","CNRM-ESM2-1",2065,0
"SSP1 2085","CNRM-ESM2-1",2066,1
"SSP1 2085","CNRM-ESM2-1",2067,0
"SSP1 2085","CNRM-ESM2-1",2068,12
"SSP1 2085","CNRM-ESM2-1",2069,0
"SSP1 2085","CNRM-ESM2-1",2070,22
"SSP1 2085","CNRM-ESM2-1",2071,2
"SSP1 2085","CNRM-ESM2-1",2072,60
"SSP1 2085","CNRM-ESM2-1",2073,0
"SSP1 2085","CNRM-ESM2-1",2074,0
"SSP1 2085","CNRM-ESM2-1",2075,0
"SSP1 2085","CNRM-ESM2-1",2076,20
"SSP1 2085","CNRM-ESM2-1",2077,0
"SSP1 2085","CNRM-ESM2-1",2078,0
"SSP1 2085","CNRM-ESM2-1",2079,0
"SSP1 2085","CNRM-ESM2-1",2080,4
"SSP1 2085","CNRM-ESM2-1",2081,0
"SSP1 2085","CNRM-ESM2-1",2082,0
"SSP1 2085","CNRM-ESM2-1",2083,2
"SSP1 2085","CNRM-ESM2-1",2084,0
"SSP1 2085","CNRM-ESM2-1",2085,16
"SSP1 2085","CNRM-ESM2-1",2086,0
"SSP1 2085","CNRM-ESM2-1",2087,0
"SSP1 2085","CNRM-ESM2-1",2088,0
"SSP1 2085","CNRM-ESM2-1",2089,3
"SSP1 2085","CNRM-ESM2-1",2090,2
"SSP1 2085","CNRM-ESM2-1",2091,0
"SSP1 2085","CNRM-ESM2-1",2092,0
"SSP1 2085","CNRM-ESM2-1",2093,0
"SSP1 2085","CNRM-ESM2-1",2094,1
"SSP1 2085","CNRM-ESM2-1",2095,0
"SSP1 2085","CNRM-ESM2-1",2096,0
"SSP1 2085","CNRM-ESM2-1",2097,0
"SSP1 2085","CNRM-ESM2-1",2098,0
"SSP1 2085","CNRM-ESM2-1",2099,7
"SSP1 2085","CNRM-ESM2-1",2100,3
"SSP1 2085","CanESM5",2002,13
"SSP1 2085","CanESM5",2003,2
"SSP1 2085","CanESM5",2004,0
"SSP1 2085","CanESM5",2005,1
"SSP1 2085","CanESM5",2006,0
"SSP1 2085","CanESM5",2007,9
"SSP1 2085","CanESM5",2008,0
"SSP1 2085","CanESM5",2009,22
"SSP1 2085","CanESM5",2010,0
"SSP1 2085","CanESM5",2011,2
"SSP1 2085","CanESM5",2012,0
"SSP1 2085","CanESM5",2013,0
"SSP1 2085","CanESM5",2014,0
"SSP1 2085","CanESM5",2015,20
"SSP1 2085","CanESM5",2016,0
"SSP1 2085","CanESM5",2017,3
"SSP1 2085","CanESM5",2018,0
"SSP1 2085","CanESM5",2019,2
"SSP1 2085","CanESM5",2020,0
"SSP1 2085","CanESM5",2021,0
"SSP1 2085","CanESM5",2022,0
"SSP1 2085","CanESM5",2023,0
"SSP1 2085","CanESM5",2024,4
"SSP1 2085","CanESM5",2025,7
"SSP1 2085","CanESM5",2026,0
"SSP1 2085","CanESM5",2027,0
"SSP1 2085","CanESM5",2028,0
"SSP1 2085","CanESM5",2029,0
"SSP1 2085","CanESM5",2030,0
"SSP1 2085","CanESM5",2031,1
"SSP1 2085","CanESM5",2032,0
"SSP1 2085","CanESM5",2033,0
"SSP1 2085","CanESM5",2034,1
"SSP1 2085","CanESM5",2035,26
"SSP1 2085","CanESM5",2036,0
"SSP1 2085","CanESM5",2037,0
"SSP1 2085","CanESM5",2038,0
"SSP1 2085","CanESM5",2039,4
"SSP1 2085","CanESM5",2040,0
"SSP1 2085","CanESM5",2041,1
"SSP1 2085","CanESM5",2042,0
"SSP1 2085","CanESM5",2043,0
"SSP1 2085","CanESM5",2044,0
"SSP1 2085","CanESM5",2045,0
"SSP1 2085","CanESM5",2046,0
"SSP1 2085","CanESM5",2047,0
"SSP1 2085","CanESM5",2048,3
"SSP1 2085","CanESM5",2049,7
"SSP1 2085","CanESM5",2050,1
"SSP1 2085","CanESM5",2051,0
"SSP1 2085","CanESM5",2052,6
"SSP1 2085","CanESM5",2053,2
"SSP1 2085","CanESM5",2054,0
"SSP1 2085","CanESM5",2055,0
"SSP1 2085","CanESM5",2056,0
"SSP1 2085","CanESM5",2057,0
"SSP1 2085","CanESM5",2058,0
"SSP1 2085","CanESM5",2059,2
"SSP1 2085","CanESM5",2060,0
"SSP1 2085","CanESM5",2061,0
"SSP1 2085","CanESM5",2062,0
"SSP1 2085","CanESM5",2063,0
"SSP1 2085","CanESM5",2064,11
"SSP1 2085","CanESM5",2065,0
"SSP1 2085","CanESM5",2066,0
"SSP1 2085","CanESM5",2067,0
"SSP1 2085","CanESM5",2068,7
"SSP1 2085","CanESM5",2069,0
"SSP1 2085","CanESM5",2070,31
"SSP1 2085","CanESM5",2071,0
"SSP1 2085","CanESM5",2072,24
"SSP1 2085","CanESM5",2073,0
"SSP1 2085","CanESM5",2074,1
"SSP1 2085","CanESM5",2075,0
"SSP1 2085","CanESM5",2076,0
"SSP1 2085","CanESM5",2077,0
"SSP1 2085","CanESM5",2078,0
"SSP1 2085","CanESM5",2079,0
"SSP1 2085","CanESM5",2080,0
"SSP1 2085","CanESM5",2081,0
"SSP1 2085","CanESM5",2082,0
"SSP1 2085","CanESM5",2083,0
"SSP1 2085","CanESM5",2084,0
"SSP1 2085","CanESM5",2085,7
"SSP1 2085","CanESM5",2086,0
"SSP1 2085","CanESM5",2087,0
"SSP1 2085","CanESM5",2088,0
"SSP1 2085","CanESM5",2089,2
"SSP1 2085","CanESM5",2090,8
"SSP1 2085","CanESM5",2091,0
"SSP1 2085","CanESM5",2092,0
"SSP1 2085","CanESM5",2093,0
"SSP1 2085","CanESM5",2094,0
"SSP1 2085","CanESM5",2095,0
"SSP1 2085","CanESM5",2096,0
"SSP1 2085","CanESM5",2097,0
"SSP1 2085","CanESM5",2098,0
"SSP1 2085","CanESM5",2099,3
"SSP1 2085","CanESM5",2100,2
"SSP1 2085","EC-Earth3-Veg-LR",2002,0
"SSP1 2085","EC-Earth3-Veg-LR",2003,13
"SSP1 2085","EC-Earth3-Veg-LR",2004,7
"SSP1 2085","EC-Earth3-Veg-LR",2005,0
"SSP1 2085","EC-Earth3-Veg-LR",2006,0
"SSP1 2085","EC-Earth3-Veg-LR",2007,0
"SSP1 2085","EC-Earth3-Veg-LR",2008,0
"SSP1 2085","EC-Earth3-Veg-LR",2009,16
"SSP1 2085","EC-Earth3-Veg-LR",2010,0
"SSP1 2085","EC-Earth3-Veg-LR",2011,0
"SSP1 2085","EC-Earth3-Veg-LR",2012,0
"SSP1 2085","EC-Earth3-Veg-LR",2013,0
"SSP1 2085","EC-Earth3-Veg-LR",2014,6
"SSP1 2085","EC-Earth3-Veg-LR",2015,15
"SSP1 2085","EC-Earth3-Veg-LR",2016,3
"SSP1 2085","EC-Earth3-Veg-LR",2017,5
"SSP1 2085","EC-Earth3-Veg-LR",2018,0
"SSP1 2085","EC-Earth3-Veg-LR",2019,10
"SSP1 2085","EC-Earth3-Veg-LR",2020,0
"SSP1 2085","EC-Earth3-Veg-LR",2021,0
"SSP1 2085","EC-Earth3-Veg-LR",2022,0
"SSP1 2085","EC-Earth3-Veg-LR",2023,0
"SSP1 2085","EC-Earth3-Veg-LR",2024,11
"SSP1 2085","EC-Earth3-Veg-LR",2025,0
"SSP1 2085","EC-Earth3-Veg-LR",2026,0
"SSP1 2085","EC-Earth3-Veg-LR",2027,0
"SSP1 2085","EC-Earth3-Veg-LR",2028,0
"SSP1 2085","EC-Earth3-Veg-LR",2029,4
"SSP1 2085","EC-Earth3-Veg-LR",2030,15
"SSP1 2085","EC-Earth3-Veg-LR",2031,0
"SSP1 2085","EC-Earth3-Veg-LR",2032,0
"SSP1 2085","EC-Earth3-Veg-LR",2033,0
"SSP1 2085","EC-Earth3-Veg-LR",2034,0
"SSP1 2085","EC-Earth3-Veg-LR",2035,1
"SSP1 2085","EC-Earth3-Veg-LR",2036,0
"SSP1 2085","EC-Earth3-Veg-LR",2037,2
"SSP1 2085","EC-Earth3-Veg-LR",2038,1
"SSP1 2085","EC-Earth3-Veg-LR",2039,15
"SSP1 2085","EC-Earth3-Veg-LR",2040,9
"SSP1 2085","EC-Earth3-Veg-LR",2041,1
"SSP1 2085","EC-Earth3-Veg-LR",2042,2
"SSP1 2085","EC-Earth3-Veg-LR",2043,0
"SSP1 2085","EC-Earth3-Veg-LR",2044,0
"SSP1 2085","EC-Earth3-Veg-LR",2045,0
"SSP1 2085","EC-Earth3-Veg-LR",2046,0
"SSP1 2085","EC-Earth3-Veg-LR",2047,0
"SSP1 2085","EC-Earth3-Veg-LR",2048,9
"SSP1 2085","EC-Earth3-Veg-LR",2049,12
"SSP1 2085","EC-Earth3-Veg-LR",2050,3
"SSP1 2085","EC-Earth3-Veg-LR",2051,12
"SSP1 2085","EC-Earth3-Veg-LR",2052,0
"SSP1 2085","EC-Earth3-Veg-LR",2053,0
"SSP1 2085","EC-Earth3-Veg-LR",2054,4
"SSP1 2085","EC-Earth3-Veg-LR",2055,0
"SSP1 2085","EC-Earth3-Veg-LR",2056,0
"SSP1 2085","EC-Earth3-Veg-LR",2057,0
"SSP1 2085","EC-Earth3-Veg-LR",2058,7
"SSP1 2085","EC-Earth3-Veg-LR",2059,0
"SSP1 2085","EC-Earth3-Veg-LR",2060,0
"SSP1 2085","EC-Earth3-Veg-LR",2061,2
"SSP1 2085","EC-Earth3-Veg-LR",2062,2
"SSP1 2085","EC-Earth3-Veg-LR",2063,1
"SSP1 2085","EC-Earth3-Veg-LR",2064,35
"SSP1 2085","EC-Earth3-Veg-LR",2065,0
"SSP1 2085","EC-Earth3-Veg-LR",2066,0
"SSP1 2085","EC-Earth3-Veg-LR",2067,0
"SSP1 2085","EC-Earth3-Veg-LR",2068,12
"SSP1 2085","EC-Earth3-Veg-LR",2069,1
"SSP1 2085","EC-Earth3-Veg-LR",2070,0
"SSP1 2085","EC-Earth3-Veg-LR",2071,0
"SSP1 2085","EC-Earth3-Veg-LR",2072,0
"SSP1 2085","EC-Earth3-Veg-LR",2073,0
"SSP1 2085","EC-Earth3-Veg-LR",2074,0
"SSP1 2085","EC-Earth3-Veg-LR",2075,0
"SSP1 2085","EC-Earth3-Veg-LR",2076,11
"SSP1 2085","EC-Earth3-Veg-LR",2077,0
"SSP1 2085","EC-Earth3-Veg-LR",2078,2
"SSP1 2085","EC-Earth3-Veg-LR",2079,0
"SSP1 2085","EC-Earth3-Veg-LR",2080,0
"SSP1 2085","EC-Earth3-Veg-LR",2081,0
"SSP1 2085","EC-Earth3-Veg-LR",2082,0
"SSP1 2085","EC-Earth3-Veg-LR",2083,2
"SSP1 2085","EC-Earth3-Veg-LR",2084,0
"SSP1 2085","EC-Earth3-Veg-LR",2085,28
"SSP1 2085","EC-Earth3-Veg-LR",2086,0
"SSP1 2085","EC-Earth3-Veg-LR",2087,0
"SSP1 2085","EC-Earth3-Veg-LR",2088,0
"SSP1 2085","EC-Earth3-Veg-LR",2089,7
"SSP1 2085","EC-Earth3-Veg-LR",2090,0
"SSP1 2085","EC-Earth3-Veg-LR",2091,0
"SSP1 2085","EC-Earth3-Veg-LR",2092,0
"SSP1 2085","EC-Earth3-Veg-LR",2093,8
"SSP1 2085","EC-Earth3-Veg-LR",2094,1
"SSP1 2085","EC-Earth3-Veg-LR",2095,0
"SSP1 2085","EC-Earth3-Veg-LR",2096,0
"SSP1 2085","EC-Earth3-Veg-LR",2097,0
"SSP1 2085","EC-Earth3-Veg-LR",2098,0
"SSP1 2085","EC-Earth3-Veg-LR",2099,7
"SSP1 2085","EC-Earth3-Veg-LR",2100,0
"SSP1 2085","FGOALS-g3",2002,15
"SSP1 2085","FGOALS-g3",2003,7
"SSP1 2085","FGOALS-g3",2004,0
"SSP1 2085","FGOALS-g3",2005,7
"SSP1 2085","FGOALS-g3",2006,0
"SSP1 2085","FGOALS-g3",2007,9
"SSP1 2085","FGOALS-g3",2008,0
"SSP1 2085","FGOALS-g3",2009,28
"SSP1 2085","FGOALS-g3",2010,0
"SSP1 2085","FGOALS-g3",2011,0
"SSP1 2085","FGOALS-g3",2012,0
"SSP1 2085","FGOALS-g3",2013,0
"SSP1 2085","FGOALS-g3",2014,0
"SSP1 2085","FGOALS-g3",2015,11
"SSP1 2085","FGOALS-g3",2016,1
"SSP1 2085","FGOALS-g3",2017,3
"SSP1 2085","FGOALS-g3",2018,0
"SSP1 2085","FGOALS-g3",2019,2
"SSP1 2085","FGOALS-g3",2020,0
"SSP1 2085","FGOALS-g3",2021,0
"SSP1 2085","FGOALS-g3",2022,0
"SSP1 2085","FGOALS-g3",2023,0
"SSP1 2085","FGOALS-g3",2024,4
"SSP1 2085","FGOALS-g3",2025,0
"SSP1 2085","FGOALS-g3",2026,0
"SSP1 2085","FGOALS-g3",2027,0
"SSP1 2085","FGOALS-g3",2028,0
"SSP1 2085","FGOALS-g3",2029,0
"SSP1 2085","FGOALS-g3",2030,4
"SSP1 2085","FGOALS-g3",2031,1
"SSP1 2085","FGOALS-g3",2032,0
"SSP1 2085","FGOALS-g3",2033,0
"SSP1 2085","FGOALS-g3",2034,1
"SSP1 2085","FGOALS-g3",2035,0
"SSP1 2085","FGOALS-g3",2036,0
"SSP1 2085","FGOALS-g3",2037,0
"SSP1 2085","FGOALS-g3",2038,0
"SSP1 2085","FGOALS-g3",2039,10
"SSP1 2085","FGOALS-g3",2040,6
"SSP1 2085","FGOALS-g3",2041,1
"SSP1 2085","FGOALS-g3",2042,0
"SSP1 2085","FGOALS-g3",2043,0
"SSP1 2085","FGOALS-g3",2044,0
"SSP1 2085","FGOALS-g3",2045,0
"SSP1 2085","FGOALS-g3",2046,0
"SSP1 2085","FGOALS-g3",2047,0
"SSP1 2085","FGOALS-g3",2048,3
"SSP1 2085","FGOALS-g3",2049,7
"SSP1 2085","FGOALS-g3",2050,1
"SSP1 2085","FGOALS-g3",2051,5
"SSP1 2085","FGOALS-g3",2052,6
"SSP1 2085","FGOALS-g3",2053,2
"SSP1 2085","FGOALS-g3",2054,0
"SSP1 2085","FGOALS-g3",2055,0
"SSP1 2085","FGOALS-g3",2056,0
"SSP1 2085","FGOALS-g3",2057,0
"SSP1 2085","FGOALS-g3",2058,0
"SSP1 2085","FGOALS-g3",2059,0
"SSP1 2085","FGOALS-g3",2060,0
"SSP1 2085","FGOALS-g3",2061,0
"SSP1 2085","FGOALS-g3",2062,0
"SSP1 2085","FGOALS-g3",2063,0
"SSP1 2085","FGOALS-g3",2064,18
"SSP1 2085","FGOALS-g3",2065,0
"SSP1 2085","FGOALS-g3",2066,0
"SSP1 2085","FGOALS-g3",2067,0
"SSP1 2085","FGOALS-g3",2068,5
"SSP1 2085","FGOALS-g3",2069,0
"SSP1 2085","FGOALS-g3",2070,12
"SSP1 2085","FGOALS-g3",2071,0
"SSP1 2085","FGOALS-g3",2072,35
"SSP1 2085","FGOALS-g3",2073,0
"SSP1 2085","FGOALS-g3",2074,0
"SSP1 2085","FGOALS-g3",2075,0
"SSP1 2085","FGOALS-g3",2076,0
"SSP1 2085","FGOALS-g3",2077,0
"SSP1 2085","FGOALS-g3",2078,0
"SSP1 2085","FGOALS-g3",2079,0
"SSP1 2085","FGOALS-g3",2080,0
"SSP1 2085","FGOALS-g3",2081,0
"SSP1 2085","FGOALS-g3",2082,0
"SSP1 2085","FGOALS-g3",2083,0
"SSP1 2085","FGOALS-g3",2084,0
"SSP1 2085","FGOALS-g3",2085,14
"SSP1 2085","FGOALS-g3",2086,0
"SSP1 2085","FGOALS-g3",2087,0
"SSP1 2085","FGOALS-g3",2088,0
"SSP1 2085","FGOALS-g3",2089,2
"SSP1 2085","FGOALS-g3",2090,0
"SSP1 2085","FGOALS-g3",2091,0
"SSP1 2085","FGOALS-g3",2092,0
"SSP1 2085","FGOALS-g3",2093,5
"SSP1 2085","FGOALS-g3",2094,0
"SSP1 2085","FGOALS-g3",2095,0
"SSP1 2085","FGOALS-g3",2096,0
"SSP1 2085","FGOALS-g3",2097,0
"SSP1 2085","FGOALS-g3",2098,0
"SSP1 2085","FGOALS-g3",2099,3
"SSP1 2085","FGOALS-g3",2100,2
"SSP1 2085","FIO-ESM-2-0",2002,1
"SSP1 2085","FIO-ESM-2-0",2003,14
"SSP1 2085","FIO-ESM-2-0",2004,0
"SSP1 2085","FIO-ESM-2-0",2005,2
"SSP1 2085","FIO-ESM-2-0",2006,0
"SSP1 2085","FIO-ESM-2-0",2007,0
"SSP1 2085","FIO-ESM-2-0",2008,0
"SSP1 2085","FIO-ESM-2-0",2009,35
"SSP1 2085","FIO-ESM-2-0",2010,0
"SSP1 2085","FIO-ESM-2-0",2011,0
"SSP1 2085","FIO-ESM-2-0",2012,0
"SSP1 2085","FIO-ESM-2-0",2013,0
"SSP1 2085","FIO-ESM-2-0",2014,6
"SSP1 2085","FIO-ESM-2-0",2015,30
"SSP1 2085","FIO-ESM-2-0",2016,2
"SSP1 2085","FIO-ESM-2-0",2017,6
"SSP1 2085","FIO-ESM-2-0",2018,0
"SSP1 2085","FIO-ESM-2-0",2019,10
"SSP1 2085","FIO-ESM-2-0",2020,0
"SSP1 2085","FIO-ESM-2-0",2021,0
"SSP1 2085","FIO-ESM-2-0",2022,0
"SSP1 2085","FIO-ESM-2-0",2023,0
"SSP1 2085","FIO-ESM-2-0",2024,11
"SSP1 2085","FIO-ESM-2-0",2025,0
"SSP1 2085","FIO-ESM-2-0",2026,0
"SSP1 2085","FIO-ESM-2-0",2027,0
"SSP1 2085","FIO-ESM-2-0",2028,0
"SSP1 2085","FIO-ESM-2-0",2029,4
"SSP1 2085","FIO-ESM-2-0",2030,16
"SSP1 2085","FIO-ESM-2-0",2031,15
"SSP1 2085","FIO-ESM-2-0",2032,0
"SSP1 2085","FIO-ESM-2-0",2033,0
"SSP1 2085","FIO-ESM-2-0",2034,2
"SSP1 2085","FIO-ESM-2-0",2035,1
"SSP1 2085","FIO-ESM-2-0",2036,0
"SSP1 2085","FIO-ESM-2-0",2037,2
"SSP1 2085","FIO-ESM-2-0",2038,1
"SSP1 2085","FIO-ESM-2-0",2039,18
"SSP1 2085","FIO-ESM-2-0",2040,11
"SSP1 2085","FIO-ESM-2-0",2041,3
"SSP1 2085","FIO-ESM-2-0",2042,2
"SSP1 2085","FIO-ESM-2-0",2043,0
"SSP1 2085","FIO-ESM-2-0",2044,0
"SSP1 2085","FIO-ESM-2-0",2045,0
"SSP1 2085","FIO-ESM-2-0",2046,0
"SSP1 2085","FIO-ESM-2-0",2047,0
"SSP1 2085","FIO-ESM-2-0",2048,11
"SSP1 2085","FIO-ESM-2-0",2049,9
"SSP1 2085","FIO-ESM-2-0",2050,2
"SSP1 2085","FIO-ESM-2-0",2051,1
"SSP1 2085","FIO-ESM-2-0",2052,7
"SSP1 2085","FIO-ESM-2-0",2053,0
"SSP1 2085","FIO-ESM-2-0",2054,5
"SSP1 2085","FIO-ESM-2-0",2055,0
"SSP1 2085","FIO-ESM-2-0",2056,0
"SSP1 2085","FIO-ESM-2-0",2057,0
"SSP1 2085","FIO-ESM-2-0",2058,6
"SSP1 2085","FIO-ESM-2-0",2059,0
"SSP1 2085","FIO-ESM-2-0",2060,0
"SSP1 2085","FIO-ESM-2-0",2061,0
"SSP1 2085","FIO-ESM-2-0",2062,2
"SSP1 2085","FIO-ESM-2-0",2063,2
"SSP1 2085","FIO-ESM-2-0",2064,28
"SSP1 2085","FIO-ESM-2-0",2065,0
"SSP1 2085","FIO-ESM-2-0",2066,0
"SSP1 2085","FIO-ESM-2-0",2067,0
"SSP1 2085","FIO-ESM-2-0",2068,10
"SSP1 2085","FIO-ESM-2-0",2069,0
"SSP1 2085","FIO-ESM-2-0",2070,0
"SSP1 2085","FIO-ESM-2-0",2071,0
"SSP1 2085","FIO-ESM-2-0",2072,3
"SSP1 2085","FIO-ESM-2-0",2073,0
"SSP1 2085","FIO-ESM-2-0",2074,0
"SSP1 2085","FIO-ESM-2-0",2075,0
"SSP1 2085","FIO-ESM-2-0",2076,16
"SSP1 2085","FIO-ESM-2-0",2077,0
"SSP1 2085","FIO-ESM-2-0",2078,2
"SSP1 2085","FIO-ESM-2-0",2079,0
"SSP1 2085","FIO-ESM-2-0",2080,1
"SSP1 2085","FIO-ESM-2-0",2081,0
"SSP1 2085","FIO-ESM-2-0",2082,0
"SSP1 2085","FIO-ESM-2-0",2083,4
"SSP1 2085","FIO-ESM-2-0",2084,0
"SSP1 2085","FIO-ESM-2-0",2085,25
"SSP1 2085","FIO-ESM-2-0",2086,0
"SSP1 2085","FIO-ESM-2-0",2087,0
"SSP1 2085","FIO-ESM-2-0",2088,0
"SSP1 2085","FIO-ESM-2-0",2089,7
"SSP1 2085","FIO-ESM-2-0",2090,0
"SSP1 2085","FIO-ESM-2-0",2091,0
"SSP1 2085","FIO-ESM-2-0",2092,0
"SSP1 2085","FIO-ESM-2-0",2093,7
"SSP1 2085","FIO-ESM-2-0",2094,1
"SSP1 2085","FIO-ESM-2-0",2095,0
"SSP1 2085","FIO-ESM-2-0",2096,0
"SSP1 2085","FIO-ESM-2-0",2097,0
"SSP1 2085","FIO-ESM-2-0",2098,0
"SSP1 2085","FIO-ESM-2-0",2099,3
"SSP1 2085","FIO-ESM-2-0",2100,3
"SSP1 2085","GFDL-ESM4",2002,5
"SSP1 2085","GFDL-ESM4",2003,6
"SSP1 2085","GFDL-ESM4",2004,0
"SSP1 2085","GFDL-ESM4",2005,0
"SSP1 2085","GFDL-ESM4",2006,0
"SSP1 2085","GFDL-ESM4",2007,0
"SSP1 2085","GFDL-ESM4",2008,0
"SSP1 2085","GFDL-ESM4",2009,25
"SSP1 2085","GFDL-ESM4",2010,0
"SSP1 2085","GFDL-ESM4",2011,0
"SSP1 2085","GFDL-ESM4",2012,0
"SSP1 2085","GFDL-ESM4",2013,0
"SSP1 2085","GFDL-ESM4",2014,0
"SSP1 2085","GFDL-ESM4",2015,11
"SSP1 2085","GFDL-ESM4",2016,1
"SSP1 2085","GFDL-ESM4",2017,3
"SSP1 2085","GFDL-ESM4",2018,0
"SSP1 2085","GFDL-ESM4",2019,10
"SSP1 2085","GFDL-ESM4",2020,0
"SSP1 2085","GFDL-ESM4",2021,0
"SSP1 2085","GFDL-ESM4",2022,0
"SSP1 2085","GFDL-ESM4",2023,0
"SSP1 2085","GFDL-ESM4",2024,4
"SSP1 2085","GFDL-ESM4",2025,0
"SSP1 2085","GFDL-ESM4",2026,0
"SSP1 2085","GFDL-ESM4",2027,0
"SSP1 2085","GFDL-ESM4",2028,0
"SSP1 2085","GFDL-ESM4",2029,0
"SSP1 2085","GFDL-ESM4",2030,8
"SSP1 2085","GFDL-ESM4",2031,11
"SSP1 2085","GFDL-ESM4",2032,0
"SSP1 2085","GFDL-ESM4",2033,0
"SSP1 2085","GFDL-ESM4",2034,1
"SSP1 2085","GFDL-ESM4",2035,0
"SSP1 2085","GFDL-ESM4",2036,0
"SSP1 2085","GFDL-ESM4",2037,0
"SSP1 2085","GFDL-ESM4",2038,0
"SSP1 2085","GFDL-ESM4",2039,15
"SSP1 2085","GFDL-ESM4",2040,5
"SSP1 2085","GFDL-ESM4",2041,0
"SSP1 2085","GFDL-ESM4",2042,0
"SSP1 2085","GFDL-ESM4",2043,0
"SSP1 2085","GFDL-ESM4",2044,0
"SSP1 2085","GFDL-ESM4",2045,0
"SSP1 2085","GFDL-ESM4",2046,0
"SSP1 2085","GFDL-ESM4",2047,0
"SSP1 2085","GFDL-ESM4",2048,7
"SSP1 2085","GFDL-ESM4",2049,7
"SSP1 2085","GFDL-ESM4",2050,1
"SSP1 2085","GFDL-ESM4",2051,9
"SSP1 2085","GFDL-ESM4",2052,0
"SSP1 2085","GFDL-ESM4",2053,0
"SSP1 2085","GFDL-ESM4",2054,0
"SSP1 2085","GFDL-ESM4",2055,0
"SSP1 2085","GFDL-ESM4",2056,0
"SSP1 2085","GFDL-ESM4",2057,0
"SSP1 2085","GFDL-ESM4",2058,0
"SSP1 2085","GFDL-ESM4",2059,0
"SSP1 2085","GFDL-ESM4",2060,0
"SSP1 2085","GFDL-ESM4",2061,0
"SSP1 2085","GFDL-ESM4",2062,0
"SSP1 2085","GFDL-ESM4",2063,0
"SSP1 2085","GFDL-ESM4",2064,21
"SSP1 2085","GFDL-ESM4",2065,0
"SSP1 2085","GFDL-ESM4",2066,0
"SSP1 2085","GFDL-ESM4",2067,0
"SSP1 2085","GFDL-ESM4",2068,5
"SSP1 2085","GFDL-ESM4",2069,3
"SSP1 2085","GFDL-ESM4",2070,0
"SSP1 2085","GFDL-ESM4",2071,0
"SSP1 2085","GFDL-ESM4",2072,0
"SSP1 2085","GFDL-ESM4",2073,0
"SSP1 2085","GFDL-ESM4",2074,0
"SSP1 2085","GFDL-ESM4",2075,0
"SSP1 2085","GFDL-ESM4",2076,3
"SSP1 2085","GFDL-ESM4",2077,0
"SSP1 2085","GFDL-ESM4",2078,0
"SSP1 2085","GFDL-ESM4",2079,0
"SSP1 2085","GFDL-ESM4",2080,0
"SSP1 2085","GFDL-ESM4",2081,0
"SSP1 2085","GFDL-ESM4",2082,4
"SSP1 2085","GFDL-ESM4",2083,0
"SSP1 2085","GFDL-ESM4",2084,0
"SSP1 2085","GFDL-ESM4",2085,25
"SSP1 2085","GFDL-ESM4",2086,0
"SSP1 2085","GFDL-ESM4",2087,0
"SSP1 2085","GFDL-ESM4",2088,0
"SSP1 2085","GFDL-ESM4",2089,2
"SSP1 2085","GFDL-ESM4",2090,0
"SSP1 2085","GFDL-ESM4",2091,0
"SSP1 2085","GFDL-ESM4",2092,0
"SSP1 2085","GFDL-ESM4",2093,5
"SSP1 2085","GFDL-ESM4",2094,0
"SSP1 2085","GFDL-ESM4",2095,0
"SSP1 2085","GFDL-ESM4",2096,0
"SSP1 2085","GFDL-ESM4",2097,0
"SSP1 2085","GFDL-ESM4",2098,0
"SSP1 2085","GFDL-ESM4",2099,4
"SSP1 2085","GFDL-ESM4",2100,2
"SSP1 2085","INM-CM4-8",2002,0
"SSP1 2085","INM-CM4-8",2003,9
"SSP1 2085","INM-CM4-8",2004,8
"SSP1 2085","INM-CM4-8",2005,8
"SSP1 2085","INM-CM4-8",2006,0
"SSP1 2085","INM-CM4-8",2007,0
"SSP1 2085","INM-CM4-8",2008,0
"SSP1 2085","INM-CM4-8",2009,9
"SSP1 2085","INM-CM4-8",2010,1
"SSP1 2085","INM-CM4-8",2011,0
"SSP1 2085","INM-CM4-8",2012,6
"SSP1 2085","INM-CM4-8",2013,0
"SSP1 2085","INM-CM4-8",2014,8
"SSP1 2085","INM-CM4-8",2015,11
"SSP1 2085","INM-CM4-8",2016,2
"SSP1 2085","INM-CM4-8",2017,1
"SSP1 2085","INM-CM4-8",2018,5
"SSP1 2085","INM-CM4-8",2019,23
"SSP1 2085","INM-CM4-8",2020,0
