"SSP_Time","GCM","Year","Frost"
"SSP2 2085","CNRM-ESM2-1",2060,0
"SSP2 2085","CNRM-ESM2-1",2061,0
"SSP2 2085","CNRM-ESM2-1",2062,2
"SSP2 2085","CNRM-ESM2-1",2063,1
"SSP2 2085","CNRM-ESM2-1",2064,28
"SSP2 2085","CNRM-ESM2-1",2065,0
"SSP2 2085","CNRM-ESM2-1",2066,0
"SSP2 2085","CNRM-ESM2-1",2067,0
"SSP2 2085","CNRM-ESM2-1",2068,8
"SSP2 2085","CNRM-ESM2-1",2069,0
"SSP2 2085","CNRM-ESM2-1",2070,0
"SSP2 2085","CNRM-ESM2-1",2071,2
"SSP2 2085","CNRM-ESM2-1",2072,3
"SSP2 2085","CNRM-ESM2-1",2073,0
"SSP2 2085","CNRM-ESM2-1",2074,3
"SSP2 2085","CNRM-ESM2-1",2075,0
"SSP2 2085","CNRM-ESM2-1",2076,1
"SSP2 2085","CNRM-ESM2-1",2077,0
"SSP2 2085","CNRM-ESM2-1",2078,2
"SSP2 2085","CNRM-ESM2-1",2079,0
"SSP2 2085","CNRM-ESM2-1",2080,0
"SSP2 2085","CNRM-ESM2-1",2081,0
"SSP2 2085","CNRM-ESM2-1",2082,0
"SSP2 2085","CNRM-ESM2-1",2083,3
"SSP2 2085","CNRM-ESM2-1",2084,0
"SSP2 2085","CNRM-ESM2-1",2085,28
"SSP2 2085","CNRM-ESM2-1",2086,0
"SSP2 2085","CNRM-ESM2-1",2087,0
"SSP2 2085","CNRM-ESM2-1",2088,0
"SSP2 2085","CNRM-ESM2-1",2089,4
"SSP2 2085","CNRM-ESM2-1",2090,0
"SSP2 2085","CNRM-ESM2-1",2091,0
"SSP2 2085","CNRM-ESM2-1",2092,0
"SSP2 2085","CNRM-ESM2-1",2093,7
"SSP2 2085","CNRM-ESM2-1",2094,0
"SSP2 2085","CNRM-ESM2-1",2095,0
"SSP2 2085","CNRM-ESM2-1",2096,0
"SSP2 2085","CNRM-ESM2-1",2097,0
"SSP2 2085","CNRM-ESM2-1",2098,0
"SSP2 2085","CNRM-ESM2-1",2099,7
"SSP2 2085","CNRM-ESM2-1",2100,3
"SSP2 2085","EC-Earth3-CC",2002,8
"SSP2 2085","EC-Earth3-CC",2003,3
"SSP2 2085","EC-Earth3-CC",2004,35
"SSP2 2085","EC-Earth3-CC",2005,5
"SSP2 2085","EC-Earth3-CC",2006,0
"SSP2 2085","EC-Earth3-CC",2007,3
"SSP2 2085","EC-Earth3-CC",2008,0
"SSP2 2085","EC-Earth3-CC",2009,0
"SSP2 2085","EC-Earth3-CC",2010,0
"SSP2 2085","EC-Earth3-CC",2011,0
"SSP2 2085","EC-Earth3-CC",2012,3
"SSP2 2085","EC-Earth3-CC",2013,0
"SSP2 2085","EC-Earth3-CC",2014,7
"SSP2 2085","EC-Earth3-CC",2015,9
"SSP2 2085","EC-Earth3-CC",2016,0
"SSP2 2085","EC-Earth3-CC",2017,2
"SSP2 2085","EC-Earth3-CC",2018,0
"SSP2 2085","EC-Earth3-CC",2019,16
"SSP2 2085","EC-Earth3-CC",2020,0
"SSP2 2085","EC-Earth3-CC",2021,0
"SSP2 2085","EC-Earth3-CC",2022,0
"SSP2 2085","EC-Earth3-CC",2023,0
"SSP2 2085","EC-Earth3-CC",2024,2
"SSP2 2085","EC-Earth3-CC",2025,0
"SSP2 2085","EC-Earth3-CC",2026,0
"SSP2 2085","EC-Earth3-CC",2027,0
"SSP2 2085","EC-Earth3-CC",2028,0
"SSP2 2085","EC-Earth3-CC",2029,0
"SSP2 2085","EC-Earth3-CC",2030,7
"SSP2 2085","EC-Earth3-CC",2031,0
"SSP2 2085","EC-Earth3-CC",2032,0
"SSP2 2085","EC-Earth3-CC",2033,0
"SSP2 2085","EC-Earth3-CC",2034,0
"SSP2 2085","EC-Earth3-CC",2035,0
"SSP2 2085","EC-Earth3-CC",2036,0
"SSP2 2085","EC-Earth3-CC",2037,0
"SSP2 2085","EC-Earth3-CC",2038,0
"SSP2 2085","EC-Earth3-CC",2039,9
"SSP2 2085","EC-Earth3-CC",2040,5
"SSP2 2085","EC-Earth3-CC",2041,0
"SSP2 2085","EC-Earth3-CC",2042,0
"SSP2 2085","EC-Earth3-CC",2043,0
"SSP2 2085","EC-Earth3-CC",2044,0
"SSP2 2085","EC-Earth3-CC",2045,0
"SSP2 2085","EC-Earth3-CC",2046,0
"SSP2 2085","EC-Earth3-CC",2047,0
"SSP2 2085","EC-Earth3-CC",2048,7
"SSP2 2085","EC-Earth3-CC",2049,14
"SSP2 2085","EC-Earth3-CC",2050,0
"SSP2 2085","EC-Earth3-CC",2051,9
"SSP2 2085","EC-Earth3-CC",2052,0
"SSP2 2085","EC-Earth3-CC",2053,0
"SSP2 2085","EC-Earth3-CC",2054,0
"SSP2 2085","EC-Earth3-CC",2055,0
"SSP2 2085","EC-Earth3-CC",2056,0
"SSP2 2085","EC-Earth3-CC",2057,0
"SSP2 2085","EC-Earth3-CC",2058,0
"SSP2 2085","EC-Earth3-CC",2059,0
"SSP2 2085","EC-Earth3-CC",2060,0
"SSP2 2085","EC-Earth3-CC",2061,0
"SSP2 2085","EC-Earth3-CC",2062,0
"SSP2 2085","EC-Earth3-CC",2063,3
"SSP2 2085","EC-Earth3-CC",2064,23
"SSP2 2085","EC-Earth3-CC",2065,0
"SSP2 2085","EC-Earth3-CC",2066,0
"SSP2 2085","EC-Earth3-CC",2067,0
"SSP2 2085","EC-Earth3-CC",2068,0
"SSP2 2085","EC-Earth3-CC",2069,0
"SSP2 2085","EC-Earth3-CC",2070,6
"SSP2 2085","EC-Earth3-CC",2071,0
"SSP2 2085","EC-Earth3-CC",2072,0
"SSP2 2085","EC-Earth3-CC",2073,0
"SSP2 2085","EC-Earth3-CC",2074,1
"SSP2 2085","EC-Earth3-CC",2075,0
"SSP2 2085","EC-Earth3-CC",2076,4
"SSP2 2085","EC-Earth3-CC",2077,0
"SSP2 2085","EC-Earth3-CC",2078,3
"SSP2 2085","EC-Earth3-CC",2079,0
"SSP2 2085","EC-Earth3-CC",2080,0
"SSP2 2085","EC-Earth3-CC",2081,0
"SSP2 2085","EC-Earth3-CC",2082,0
"SSP2 2085","EC-Earth3-CC",2083,0
"SSP2 2085","EC-Earth3-CC",2084,0
"SSP2 2085","EC-Earth3-CC",2085,0
"SSP2 2085","EC-Earth3-CC",2086,0
"SSP2 2085","EC-Earth3-CC",2087,0
"SSP2 2085","EC-Earth3-CC",2088,0
"SSP2 2085","EC-Earth3-CC",2089,1
"SSP2 2085","EC-Earth3-CC",2090,0
"SSP2 2085","EC-Earth3-CC",2091,0
"SSP2 2085","EC-Earth3-CC",2092,0
"SSP2 2085","EC-Earth3-CC",2093,5
"SSP2 2085","EC-Earth3-CC",2094,0
"SSP2 2085","EC-Earth3-CC",2095,0
"SSP2 2085","EC-Earth3-CC",2096,0
"SSP2 2085","EC-Earth3-CC",2097,0
"SSP2 2085","EC-Earth3-CC",2098,0
"SSP2 2085","EC-Earth3-CC",2099,0
"SSP2 2085","EC-Earth3-CC",2100,0
"SSP2 2085","EC-Earth3-Veg-LR",2002,0
"SSP2 2085","EC-Earth3-Veg-LR",2003,0
"SSP2 2085","EC-Earth3-Veg-LR",2004,0
"SSP2 2085","EC-Earth3-Veg-LR",2005,2
"SSP2 2085","EC-Earth3-Veg-LR",2006,0
"SSP2 2085","EC-Earth3-Veg-LR",2007,0
"SSP2 2085","EC-Earth3-Veg-LR",2008,0
"SSP2 2085","EC-Earth3-Veg-LR",2009,0
"SSP2 2085","EC-Earth3-Veg-LR",2010,0
"SSP2 2085","EC-Earth3-Veg-LR",2011,0
"SSP2 2085","EC-Earth3-Veg-LR",2012,14
"SSP2 2085","EC-Earth3-Veg-LR",2013,0
"SSP2 2085","EC-Earth3-Veg-LR",2014,3
"SSP2 2085","EC-Earth3-Veg-LR",2015,6
"SSP2 2085","EC-Earth3-Veg-LR",2016,3
"SSP2 2085","EC-Earth3-Veg-LR",2017,0
"SSP2 2085","EC-Earth3-Veg-LR",2018,7
"SSP2 2085","EC-Earth3-Veg-LR",2019,24
"SSP2 2085","EC-Earth3-Veg-LR",2020,0
"SSP2 2085","EC-Earth3-Veg-LR",2021,0
"SSP2 2085","EC-Earth3-Veg-LR",2022,0
"SSP2 2085","EC-Earth3-Veg-LR",2023,0
"SSP2 2085","EC-Earth3-Veg-LR",2024,0
"SSP2 2085","EC-Earth3-Veg-LR",2025,7
"SSP2 2085","EC-Earth3-Veg-LR",2026,0
"SSP2 2085","EC-Earth3-Veg-LR",2027,0
"SSP2 2085","EC-Earth3-Veg-LR",2028,0
"SSP2 2085","EC-Earth3-Veg-LR",2029,0
"SSP2 2085","EC-Earth3-Veg-LR",2030,0
"SSP2 2085","EC-Earth3-Veg-LR",2031,0
"SSP2 2085","EC-Earth3-Veg-LR",2032,0
"SSP2 2085","EC-Earth3-Veg-LR",2033,0
"SSP2 2085","EC-Earth3-Veg-LR",2034,0
"SSP2 2085","EC-Earth3-Veg-LR",2035,0
"SSP2 2085","EC-Earth3-Veg-LR",2036,0
"SSP2 2085","EC-Earth3-Veg-LR",2037,0
"SSP2 2085","EC-Earth3-Veg-LR",2038,0
"SSP2 2085","EC-Earth3-Veg-LR",2039,10
"SSP2 2085","EC-Earth3-Veg-LR",2040,0
"SSP2 2085","EC-Earth3-Veg-LR",2041,0
"SSP2 2085","EC-Earth3-Veg-LR",2042,0
"SSP2 2085","EC-Earth3-Veg-LR",2043,0
"SSP2 2085","EC-Earth3-Veg-LR",2044,1
"SSP2 2085","EC-Earth3-Veg-LR",2045,2
"SSP2 2085","EC-Earth3-Veg-LR",2046,7
"SSP2 2085","EC-Earth3-Veg-LR",2047,0
"SSP2 2085","EC-Earth3-Veg-LR",2048,0
"SSP2 2085","EC-Earth3-Veg-LR",2049,0
"SSP2 2085","EC-Earth3-Veg-LR",2050,0
"SSP2 2085","EC-Earth3-Veg-LR",2051,0
"SSP2 2085","EC-Earth3-Veg-LR",2052,0
"SSP2 2085","EC-Earth3-Veg-LR",2053,0
"SSP2 2085","EC-Earth3-Veg-LR",2054,0
"SSP2 2085","EC-Earth3-Veg-LR",2055,0
"SSP2 2085","EC-Earth3-Veg-LR",2056,0
"SSP2 2085","EC-Earth3-Veg-LR",2057,6
"SSP2 2085","EC-Earth3-Veg-LR",2058,0
"SSP2 2085","EC-Earth3-Veg-LR",2059,0
"SSP2 2085","EC-Earth3-Veg-LR",2060,0
"SSP2 2085","EC-Earth3-Veg-LR",2061,11
"SSP2 2085","EC-Earth3-Veg-LR",2062,0
"SSP2 2085","EC-Earth3-Veg-LR",2063,0
"SSP2 2085","EC-Earth3-Veg-LR",2064,19
"SSP2 2085","EC-Earth3-Veg-LR",2065,0
"SSP2 2085","EC-Earth3-Veg-LR",2066,5
"SSP2 2085","EC-Earth3-Veg-LR",2067,0
"SSP2 2085","EC-Earth3-Veg-LR",2068,0
"SSP2 2085","EC-Earth3-Veg-LR",2069,0
"SSP2 2085","EC-Earth3-Veg-LR",2070,0
"SSP2 2085","EC-Earth3-Veg-LR",2071,0
"SSP2 2085","EC-Earth3-Veg-LR",2072,2
"SSP2 2085","EC-Earth3-Veg-LR",2073,0
"SSP2 2085","EC-Earth3-Veg-LR",2074,0
"SSP2 2085","EC-Earth3-Veg-LR",2075,0
"SSP2 2085","EC-Earth3-Veg-LR",2076,6
"SSP2 2085","EC-Earth3-Veg-LR",2077,0
"SSP2 2085","EC-Earth3-Veg-LR",2078,10
"SSP2 2085","EC-Earth3-Veg-LR",2079,0
"SSP2 2085","EC-Earth3-Veg-LR",2080,0
"SSP2 2085","EC-Earth3-Veg-LR",2081,0
"SSP2 2085","EC-Earth3-Veg-LR",2082,3
"SSP2 2085","EC-Earth3-Veg-LR",2083,0
"SSP2 2085","EC-Earth3-Veg-LR",2084,0
"SSP2 2085","EC-Earth3-Veg-LR",2085,0
"SSP2 2085","EC-Earth3-Veg-LR",2086,0
"SSP2 2085","EC-Earth3-Veg-LR",2087,3
"SSP2 2085","EC-Earth3-Veg-LR",2088,0
"SSP2 2085","EC-Earth3-Veg-LR",2089,0
"SSP2 2085","EC-Earth3-Veg-LR",2090,0
"SSP2 2085","EC-Earth3-Veg-LR",2091,0
"SSP2 2085","EC-Earth3-Veg-LR",2092,5
"SSP2 2085","EC-Earth3-Veg-LR",2093,0
"SSP2 2085","EC-Earth3-Veg-LR",2094,5
"SSP2 2085","EC-Earth3-Veg-LR",2095,0
"SSP2 2085","EC-Earth3-Veg-LR",2096,0
"SSP2 2085","EC-Earth3-Veg-LR",2097,0
"SSP2 2085","EC-Earth3-Veg-LR",2098,0
"SSP2 2085","EC-Earth3-Veg-LR",2099,0
"SSP2 2085","EC-Earth3-Veg-LR",2100,0
"SSP2 2085","FGOALS-g3",2002,0
"SSP2 2085","FGOALS-g3",2003,4
"SSP2 2085","FGOALS-g3",2004,0
"SSP2 2085","FGOALS-g3",2005,0
"SSP2 2085","FGOALS-g3",2006,0
"SSP2 2085","FGOALS-g3",2007,0
"SSP2 2085","FGOALS-g3",2008,0
"SSP2 2085","FGOALS-g3",2009,23
"SSP2 2085","FGOALS-g3",2010,0
"SSP2 2085","FGOALS-g3",2011,0
"SSP2 2085","FGOALS-g3",2012,0
"SSP2 2085","FGOALS-g3",2013,0
"SSP2 2085","FGOALS-g3",2014,1
"SSP2 2085","FGOALS-g3",2015,11
"SSP2 2085","FGOALS-g3",2016,0
"SSP2 2085","FGOALS-g3",2017,3
"SSP2 2085","FGOALS-g3",2018,0
"SSP2 2085","FGOALS-g3",2019,20
"SSP2 2085","FGOALS-g3",2020,0
"SSP2 2085","FGOALS-g3",2021,0
"SSP2 2085","FGOALS-g3",2022,0
"SSP2 2085","FGOALS-g3",2023,0
"SSP2 2085","FGOALS-g3",2024,4
"SSP2 2085","FGOALS-g3",2025,0
"SSP2 2085","FGOALS-g3",2026,0
"SSP2 2085","FGOALS-g3",2027,0
"SSP2 2085","FGOALS-g3",2028,0
"SSP2 2085","FGOALS-g3",2029,0
"SSP2 2085","FGOALS-g3",2030,8
"SSP2 2085","FGOALS-g3",2031,8
"SSP2 2085","FGOALS-g3",2032,0
"SSP2 2085","FGOALS-g3",2033,0
"SSP2 2085","FGOALS-g3",2034,0
"SSP2 2085","FGOALS-g3",2035,0
"SSP2 2085","FGOALS-g3",2036,0
"SSP2 2085","FGOALS-g3",2037,0
"SSP2 2085","FGOALS-g3",2038,0
"SSP2 2085","FGOALS-g3",2039,15
"SSP2 2085","FGOALS-g3",2040,5
"SSP2 2085","FGOALS-g3",2041,0
"SSP2 2085","FGOALS-g3",2042,0
"SSP2 2085","FGOALS-g3",2043,0
"SSP2 2085","FGOALS-g3",2044,0
"SSP2 2085","FGOALS-g3",2045,0
"SSP2 2085","FGOALS-g3",2046,0
"SSP2 2085","FGOALS-g3",2047,0
"SSP2 2085","FGOALS-g3",2048,7
"SSP2 2085","FGOALS-g3",2049,7
"SSP2 2085","FGOALS-g3",2050,1
"SSP2 2085","FGOALS-g3",2051,11
"SSP2 2085","FGOALS-g3",2052,0
"SSP2 2085","FGOALS-g3",2053,0
"SSP2 2085","FGOALS-g3",2054,0
"SSP2 2085","FGOALS-g3",2055,0
"SSP2 2085","FGOALS-g3",2056,0
"SSP2 2085","FGOALS-g3",2057,0
"SSP2 2085","FGOALS-g3",2058,0
"SSP2 2085","FGOALS-g3",2059,0
"SSP2 2085","FGOALS-g3",2060,0
"SSP2 2085","FGOALS-g3",2061,0
"SSP2 2085","FGOALS-g3",2062,0
"SSP2 2085","FGOALS-g3",2063,0
"SSP2 2085","FGOALS-g3",2064,42
"SSP2 2085","FGOALS-g3",2065,0
"SSP2 2085","FGOALS-g3",2066,0
"SSP2 2085","FGOALS-g3",2067,0
"SSP2 2085","FGOALS-g3",2068,0
"SSP2 2085","FGOALS-g3",2069,0
"SSP2 2085","FGOALS-g3",2070,0
"SSP2 2085","FGOALS-g3",2071,0
"SSP2 2085","FGOALS-g3",2072,0
"SSP2 2085","FGOALS-g3",2073,0
"SSP2 2085","FGOALS-g3",2074,0
"SSP2 2085","FGOALS-g3",2075,0
"SSP2 2085","FGOALS-g3",2076,4
"SSP2 2085","FGOALS-g3",2077,0
"SSP2 2085","FGOALS-g3",2078,0
"SSP2 2085","FGOALS-g3",2079,0
"SSP2 2085","FGOALS-g3",2080,0
"SSP2 2085","FGOALS-g3",2081,0
"SSP2 2085","FGOALS-g3",2082,0
"SSP2 2085","FGOALS-g3",2083,1
"SSP2 2085","FGOALS-g3",2084,0
"SSP2 2085","FGOALS-g3",2085,25
"SSP2 2085","FGOALS-g3",2086,0
"SSP2 2085","FGOALS-g3",2087,0
"SSP2 2085","FGOALS-g3",2088,0
"SSP2 2085","FGOALS-g3",2089,2
"SSP2 2085","FGOALS-g3",2090,0
"SSP2 2085","FGOALS-g3",2091,0
"SSP2 2085","FGOALS-g3",2092,0
"SSP2 2085","FGOALS-g3",2093,5
"SSP2 2085","FGOALS-g3",2094,0
"SSP2 2085","FGOALS-g3",2095,0
"SSP2 2085","FGOALS-g3",2096,0
"SSP2 2085","FGOALS-g3",2097,0
"SSP2 2085","FGOALS-g3",2098,0
"SSP2 2085","FGOALS-g3",2099,1
"SSP2 2085","FGOALS-g3",2100,0
"SSP2 2085","FIO-ESM-2-0",2002,0
"SSP2 2085","FIO-ESM-2-0",2003,0
"SSP2 2085","FIO-ESM-2-0",2004,31
"SSP2 2085","FIO-ESM-2-0",2005,6
"SSP2 2085","FIO-ESM-2-0",2006,0
"SSP2 2085","FIO-ESM-2-0",2007,0
"SSP2 2085","FIO-ESM-2-0",2008,0
"SSP2 2085","FIO-ESM-2-0",2009,1
"SSP2 2085","FIO-ESM-2-0",2010,0
"SSP2 2085","FIO-ESM-2-0",2011,0
"SSP2 2085","FIO-ESM-2-0",2012,7
"SSP2 2085","FIO-ESM-2-0",2013,0
"SSP2 2085","FIO-ESM-2-0",2014,19
"SSP2 2085","FIO-ESM-2-0",2015,0
"SSP2 2085","FIO-ESM-2-0",2016,0
"SSP2 2085","FIO-ESM-2-0",2017,0
"SSP2 2085","FIO-ESM-2-0",2018,10
"SSP2 2085","FIO-ESM-2-0",2019,34
"SSP2 2085","FIO-ESM-2-0",2020,0
"SSP2 2085","FIO-ESM-2-0",2021,0
"SSP2 2085","FIO-ESM-2-0",2022,0
"SSP2 2085","FIO-ESM-2-0",2023,0
"SSP2 2085","FIO-ESM-2-0",2024,2
"SSP2 2085","FIO-ESM-2-0",2025,0
"SSP2 2085","FIO-ESM-2-0",2026,0
"SSP2 2085","FIO-ESM-2-0",2027,0
"SSP2 2085","FIO-ESM-2-0",2028,0
"SSP2 2085","FIO-ESM-2-0",2029,1
"SSP2 2085","FIO-ESM-2-0",2030,5
"SSP2 2085","FIO-ESM-2-0",2031,0
"SSP2 2085","FIO-ESM-2-0",2032,0
"SSP2 2085","FIO-ESM-2-0",2033,0
"SSP2 2085","FIO-ESM-2-0",2034,0
"SSP2 2085","FIO-ESM-2-0",2035,0
"SSP2 2085","FIO-ESM-2-0",2036,0
"SSP2 2085","FIO-ESM-2-0",2037,0
"SSP2 2085","FIO-ESM-2-0",2038,0
"SSP2 2085","FIO-ESM-2-0",2039,6
"SSP2 2085","FIO-ESM-2-0",2040,6
"SSP2 2085","FIO-ESM-2-0",2041,0
"SSP2 2085","FIO-ESM-2-0",2042,0
"SSP2 2085","FIO-ESM-2-0",2043,0
"SSP2 2085","FIO-ESM-2-0",2044,4
"SSP2 2085","FIO-ESM-2-0",2045,3
"SSP2 2085","FIO-ESM-2-0",2046,7
"SSP2 2085","FIO-ESM-2-0",2047,0
"SSP2 2085","FIO-ESM-2-0",2048,7
"SSP2 2085","FIO-ESM-2-0",2049,5
"SSP2 2085","FIO-ESM-2-0",2050,0
"SSP2 2085","FIO-ESM-2-0",2051,0
"SSP2 2085","FIO-ESM-2-0",2052,0
"SSP2 2085","FIO-ESM-2-0",2053,0
"SSP2 2085","FIO-ESM-2-0",2054,6
"SSP2 2085","FIO-ESM-2-0",2055,0
"SSP2 2085","FIO-ESM-2-0",2056,0
"SSP2 2085","FIO-ESM-2-0",2057,6
"SSP2 2085","FIO-ESM-2-0",2058,0
"SSP2 2085","FIO-ESM-2-0",2059,0
"SSP2 2085","FIO-ESM-2-0",2060,0
"SSP2 2085","FIO-ESM-2-0",2061,9
"SSP2 2085","FIO-ESM-2-0",2062,0
"SSP2 2085","FIO-ESM-2-0",2063,8
"SSP2 2085","FIO-ESM-2-0",2064,4
"SSP2 2085","FIO-ESM-2-0",2065,0
"SSP2 2085","FIO-ESM-2-0",2066,8
"SSP2 2085","FIO-ESM-2-0",2067,0
"SSP2 2085","FIO-ESM-2-0",2068,0
"SSP2 2085","FIO-ESM-2-0",2069,0
"SSP2 2085","FIO-ESM-2-0",2070,0
"SSP2 2085","FIO-ESM-2-0",2071,0
"SSP2 2085","FIO-ESM-2-0",2072,0
"SSP2 2085","FIO-ESM-2-0",2073,0
"SSP2 2085","FIO-ESM-2-0",2074,0
"SSP2 2085","FIO-ESM-2-0",2075,0
"SSP2 2085","FIO-ESM-2-0",2076,15
"SSP2 2085","FIO-ESM-2-0",2077,0
"SSP2 2085","FIO-ESM-2-0",2078,10
"SSP2 2085","FIO-ESM-2-0",2079,0
"SSP2 2085","FIO-ESM-2-0",2080,2
"SSP2 2085","FIO-ESM-2-0",2081,0
"SSP2 2085","FIO-ESM-2-0",2082,3
"SSP2 2085","FIO-ESM-2-0",2083,0
"SSP2 2085","FIO-ESM-2-0",2084,0
"SSP2 2085","FIO-ESM-2-0",2085,1
"SSP2 2085","FIO-ESM-2-0",2086,0
"SSP2 2085","FIO-ESM-2-0",2087,3
"SSP2 2085","FIO-ESM-2-0",2088,0
"SSP2 2085","FIO-ESM-2-0",2089,1
"SSP2 2085","FIO-ESM-2-0",2090,0
"SSP2 2085","FIO-ESM-2-0",2091,0
"SSP2 2085","FIO-ESM-2-0",2092,5
"SSP2 2085","FIO-ESM-2-0",2093,0
"SSP2 2085","FIO-ESM-2-0",2094,6
"SSP2 2085","FIO-ESM-2-0",2095,0
"SSP2 2085","FIO-ESM-2-0",2096,0
"SSP2 2085","FIO-ESM-2-0",2097,0
"SSP2 2085","FIO-ESM-2-0",2098,0
"SSP2 2085","FIO-ESM-2-0",2099,0
"SSP2 2085","FIO-ESM-2-0",2100,0
"SSP2 2085","GFDL-ESM4",2002,0
"SSP2 2085","GFDL-ESM4",2003,2
"SSP2 2085","GFDL-ESM4",2004,20
"SSP2 2085","GFDL-ESM4",2005,4
"SSP2 2085","GFDL-ESM4",2006,0
"SSP2 2085","GFDL-ESM4",2007,0
"SSP2 2085","GFDL-ESM4",2008,0
"SSP2 2085","GFDL-ESM4",2009,0
"SSP2 2085","GFDL-ESM4",2010,0
"SSP2 2085","GFDL-ESM4",2011,0
"SSP2 2085","GFDL-ESM4",2012,4
"SSP2 2085","GFDL-ESM4",2013,0
"SSP2 2085","GFDL-ESM4",2014,2
"SSP2 2085","GFDL-ESM4",2015,0
"SSP2 2085","GFDL-ESM4",2016,0
"SSP2 2085","GFDL-ESM4",2017,0
"SSP2 2085","GFDL-ESM4",2018,7
"SSP2 2085","GFDL-ESM4",2019,17
"SSP2 2085","GFDL-ESM4",2020,0
"SSP2 2085","GFDL-ESM4",2021,0
"SSP2 2085","GFDL-ESM4",2022,0
"SSP2 2085","GFDL-ESM4",2023,0
"SSP2 2085","GFDL-ESM4",2024,0
"SSP2 2085","GFDL-ESM4",2025,0
"SSP2 2085","GFDL-ESM4",2026,0
"SSP2 2085","GFDL-ESM4",2027,0
"SSP2 2085","GFDL-ESM4",2028,0
"SSP2 2085","GFDL-ESM4",2029,0
"SSP2 2085","GFDL-ESM4",2030,2
"SSP2 2085","GFDL-ESM4",2031,0
"SSP2 2085","GFDL-ESM4",2032,0
"SSP2 2085","GFDL-ESM4",2033,0
"SSP2 2085","GFDL-ESM4",2034,0
"SSP2 2085","GFDL-ESM4",2035,0
"SSP2 2085","GFDL-ESM4",2036,0
"SSP2 2085","GFDL-ESM4",2037,0
"SSP2 2085","GFDL-ESM4",2038,0
"SSP2 2085","GFDL-ESM4",2039,2
"SSP2 2085","GFDL-ESM4",2040,4
"SSP2 2085","GFDL-ESM4",2041,0
"SSP2 2085","GFDL-ESM4",2042,0
"SSP2 2085","GFDL-ESM4",2043,0
"SSP2 2085","GFDL-ESM4",2044,2
"SSP2 2085","GFDL-ESM4",2045,0
"SSP2 2085","GFDL-ESM4",2046,0
"SSP2 2085","GFDL-ESM4",2047,0
"SSP2 2085","GFDL-ESM4",2048,5
"SSP2 2085","GFDL-ESM4",2049,7
"SSP2 2085","GFDL-ESM4",2050,0
"SSP2 2085","GFDL-ESM4",2051,0
"SSP2 2085","GFDL-ESM4",2052,0
"SSP2 2085","GFDL-ESM4",2053,0
"SSP2 2085","GFDL-ESM4",2054,0
"SSP2 2085","GFDL-ESM4",2055,0
"SSP2 2085","GFDL-ESM4",2056,0
"SSP2 2085","GFDL-ESM4",2057,5
"SSP2 2085","GFDL-ESM4",2058,0
"SSP2 2085","GFDL-ESM4",2059,0
"SSP2 2085","GFDL-ESM4",2060,0
"SSP2 2085","GFDL-ESM4",2061,0
"SSP2 2085","GFDL-ESM4",2062,0
"SSP2 2085","GFDL-ESM4",2063,0
"SSP2 2085","GFDL-ESM4",2064,0
"SSP2 2085","GFDL-ESM4",2065,0
"SSP2 2085","GFDL-ESM4",2066,0
"SSP2 2085","GFDL-ESM4",2067,0
"SSP2 2085","GFDL-ESM4",2068,0
"SSP2 2085","GFDL-ESM4",2069,0
"SSP2 2085","GFDL-ESM4",2070,0
"SSP2 2085","GFDL-ESM4",2071,0
"SSP2 2085","GFDL-ESM4",2072,0
"SSP2 2085","GFDL-ESM4",2073,0
"SSP2 2085","GFDL-ESM4",2074,0
"SSP2 2085","GFDL-ESM4",2075,0
"SSP2 2085","GFDL-ESM4",2076,0
"SSP2 2085","GFDL-ESM4",2077,0
"SSP2 2085","GFDL-ESM4",2078,6
"SSP2 2085","GFDL-ESM4",2079,0
"SSP2 2085","GFDL-ESM4",2080,0
"SSP2 2085","GFDL-ESM4",2081,0
"SSP2 2085","GFDL-ESM4",2082,2
"SSP2 2085","GFDL-ESM4",2083,0
"SSP2 2085","GFDL-ESM4",2084,0
"SSP2 2085","GFDL-ESM4",2085,0
"SSP2 2085","GFDL-ESM4",2086,0
"SSP2 2085","GFDL-ESM4",2087,0
"SSP2 2085","GFDL-ESM4",2088,0
"SSP2 2085","GFDL-ESM4",2089,0
"SSP2 2085","GFDL-ESM4",2090,0
"SSP2 2085","GFDL-ESM4",2091,0
"SSP2 2085","GFDL-ESM4",2092,0
"SSP2 2085","GFDL-ESM4",2093,0
"SSP2 2085","GFDL-ESM4",2094,0
"SSP2 2085","GFDL-ESM4",2095,0
"SSP2 2085","GFDL-ESM4",2096,0
"SSP2 2085","GFDL-ESM4",2097,0
"SSP2 2085","GFDL-ESM4",2098,0
"SSP2 2085","GFDL-ESM4",2099,0
"SSP2 2085","GFDL-ESM4",2100,0
"SSP2 2085","INM-CM4-8",2002,0
"SSP2 2085","INM-CM4-8",2003,9
"SSP2 2085","INM-CM4-8",2004,27
"SSP2 2085","INM-CM4-8",2005,0
"SSP2 2085","INM-CM4-8",2006,0
"SSP2 2085","INM-CM4-8",2007,0
"SSP2 2085","INM-CM4-8",2008,0
"SSP2 2085","INM-CM4-8",2009,6
"SSP2 2085","INM-CM4-8",2010,0
"SSP2 2085","INM-CM4-8",2011,0
"SSP2 2085","INM-CM4-8",2012,4
"SSP2 2085","INM-CM4-8",2013,0
"SSP2 2085","INM-CM4-8",2014,4
"SSP2 2085","INM-CM4-8",2015,6
