"SSP_Time","GCM","Year","Pheno"
"SSP1 2085","AWI-CM-1-1-MR",2017,101
"SSP1 2085","AWI-CM-1-1-MR",2018,97.0416666666667
"SSP1 2085","AWI-CM-1-1-MR",2019,116.333333333333
"SSP1 2085","AWI-CM-1-1-MR",2020,97.25
"SSP1 2085","AWI-CM-1-1-MR",2021,93.8333333333333
"SSP1 2085","AWI-CM-1-1-MR",2022,94.25
"SSP1 2085","AWI-CM-1-1-MR",2023,100.166666666667
"SSP1 2085","AWI-CM-1-1-MR",2024,100
"SSP1 2085","AWI-CM-1-1-MR",2025,90.0833333333333
"SSP1 2085","AWI-CM-1-1-MR",2026,81.875
"SSP1 2085","AWI-CM-1-1-MR",2027,87.1666666666667
"SSP1 2085","AWI-CM-1-1-MR",2028,86.375
"SSP1 2085","AWI-CM-1-1-MR",2029,92.0833333333333
"SSP1 2085","AWI-CM-1-1-MR",2030,102.083333333333
"SSP1 2085","AWI-CM-1-1-MR",2031,96.9166666666667
"SSP1 2085","AWI-CM-1-1-MR",2032,91.1666666666667
"SSP1 2085","AWI-CM-1-1-MR",2033,100.291666666667
"SSP1 2085","AWI-CM-1-1-MR",2034,102.041666666667
"SSP1 2085","AWI-CM-1-1-MR",2035,98.25
"SSP1 2085","AWI-CM-1-1-MR",2036,100.166666666667
"SSP1 2085","AWI-CM-1-1-MR",2037,111.083333333333
"SSP1 2085","AWI-CM-1-1-MR",2038,105.208333333333
"SSP1 2085","AWI-CM-1-1-MR",2039,122.041666666667
"SSP1 2085","AWI-CM-1-1-MR",2040,93.875
"SSP1 2085","AWI-CM-1-1-MR",2041,88.125
"SSP1 2085","AWI-CM-1-1-MR",2042,104.208333333333
"SSP1 2085","AWI-CM-1-1-MR",2043,102.041666666667
"SSP1 2085","AWI-CM-1-1-MR",2044,93.0416666666667
"SSP1 2085","AWI-CM-1-1-MR",2045,105.25
"SSP1 2085","AWI-CM-1-1-MR",2046,115.333333333333
"SSP1 2085","AWI-CM-1-1-MR",2047,98.125
"SSP1 2085","AWI-CM-1-1-MR",2048,102.208333333333
"SSP1 2085","AWI-CM-1-1-MR",2049,107.25
"SSP1 2085","AWI-CM-1-1-MR",2050,99.1666666666667
"SSP1 2085","AWI-CM-1-1-MR",2051,117
"SSP1 2085","AWI-CM-1-1-MR",2052,115.041666666667
"SSP1 2085","AWI-CM-1-1-MR",2053,93.2083333333333
"SSP1 2085","AWI-CM-1-1-MR",2054,95.0833333333333
"SSP1 2085","AWI-CM-1-1-MR",2055,89.125
"SSP1 2085","AWI-CM-1-1-MR",2056,94.0833333333333
"SSP1 2085","AWI-CM-1-1-MR",2057,102.958333333333
"SSP1 2085","AWI-CM-1-1-MR",2058,97.9166666666667
"SSP1 2085","AWI-CM-1-1-MR",2059,98.0416666666667
"SSP1 2085","AWI-CM-1-1-MR",2060,102.25
"SSP1 2085","AWI-CM-1-1-MR",2061,103.541666666667
"SSP1 2085","AWI-CM-1-1-MR",2062,107.208333333333
"SSP1 2085","AWI-CM-1-1-MR",2063,101.041666666667
"SSP1 2085","AWI-CM-1-1-MR",2064,113.25
"SSP1 2085","AWI-CM-1-1-MR",2065,87
"SSP1 2085","AWI-CM-1-1-MR",2066,93.375
"SSP1 2085","AWI-CM-1-1-MR",2067,91.125
"SSP1 2085","AWI-CM-1-1-MR",2068,95.25
"SSP1 2085","AWI-CM-1-1-MR",2069,93.875
"SSP1 2085","AWI-CM-1-1-MR",2070,90.2083333333333
"SSP1 2085","AWI-CM-1-1-MR",2071,95.375
"SSP1 2085","AWI-CM-1-1-MR",2072,102.958333333333
"SSP1 2085","AWI-CM-1-1-MR",2073,90.9583333333333
"SSP1 2085","AWI-CM-1-1-MR",2074,98.375
"SSP1 2085","AWI-CM-1-1-MR",2075,98.25
"SSP1 2085","AWI-CM-1-1-MR",2076,102.25
"SSP1 2085","AWI-CM-1-1-MR",2077,95.25
"SSP1 2085","AWI-CM-1-1-MR",2078,111.291666666667
"SSP1 2085","AWI-CM-1-1-MR",2079,89.6666666666667
"SSP1 2085","AWI-CM-1-1-MR",2080,92.9166666666667
"SSP1 2085","AWI-CM-1-1-MR",2081,74.875
"SSP1 2085","AWI-CM-1-1-MR",2082,105.958333333333
"SSP1 2085","AWI-CM-1-1-MR",2083,119.041666666667
"SSP1 2085","AWI-CM-1-1-MR",2084,91.5416666666667
"SSP1 2085","AWI-CM-1-1-MR",2085,102.166666666667
"SSP1 2085","AWI-CM-1-1-MR",2086,109.041666666667
"SSP1 2085","AWI-CM-1-1-MR",2087,107.25
"SSP1 2085","AWI-CM-1-1-MR",2088,92.25
"SSP1 2085","AWI-CM-1-1-MR",2089,100.291666666667
"SSP1 2085","AWI-CM-1-1-MR",2090,101.166666666667
"SSP1 2085","AWI-CM-1-1-MR",2091,112.75
"SSP1 2085","AWI-CM-1-1-MR",2092,105.291666666667
"SSP1 2085","AWI-CM-1-1-MR",2093,109.125
"SSP1 2085","AWI-CM-1-1-MR",2094,100.625
"SSP1 2085","AWI-CM-1-1-MR",2095,120.916666666667
"SSP1 2085","AWI-CM-1-1-MR",2096,85.2083333333333
"SSP1 2085","AWI-CM-1-1-MR",2097,120.5
"SSP1 2085","AWI-CM-1-1-MR",2098,104.208333333333
"SSP1 2085","AWI-CM-1-1-MR",2099,101
"SSP1 2085","AWI-CM-1-1-MR",2100,91.375
"SSP1 2085","CMCC-ESM2",2001,NA
"SSP1 2085","CMCC-ESM2",2002,94.125
"SSP1 2085","CMCC-ESM2",2003,87.3333333333333
"SSP1 2085","CMCC-ESM2",2004,88.125
"SSP1 2085","CMCC-ESM2",2005,78.1666666666667
"SSP1 2085","CMCC-ESM2",2006,93.5416666666667
"SSP1 2085","CMCC-ESM2",2007,89.5416666666667
"SSP1 2085","CMCC-ESM2",2008,92.0833333333333
"SSP1 2085","CMCC-ESM2",2009,84.1666666666667
"SSP1 2085","CMCC-ESM2",2010,87.875
"SSP1 2085","CMCC-ESM2",2011,83.2916666666667
"SSP1 2085","CMCC-ESM2",2012,100.166666666667
"SSP1 2085","CMCC-ESM2",2013,88
"SSP1 2085","CMCC-ESM2",2014,85.0416666666667
"SSP1 2085","CMCC-ESM2",2015,92.1666666666667
"SSP1 2085","CMCC-ESM2",2016,93.2083333333333
"SSP1 2085","CMCC-ESM2",2017,92.2916666666667
"SSP1 2085","CMCC-ESM2",2018,92.0833333333333
"SSP1 2085","CMCC-ESM2",2019,105.041666666667
"SSP1 2085","CMCC-ESM2",2020,92.75
"SSP1 2085","CMCC-ESM2",2021,91.5416666666667
"SSP1 2085","CMCC-ESM2",2022,92.2083333333333
"SSP1 2085","CMCC-ESM2",2023,95.0416666666667
"SSP1 2085","CMCC-ESM2",2024,94.125
"SSP1 2085","CMCC-ESM2",2025,87.375
"SSP1 2085","CMCC-ESM2",2026,69.125
"SSP1 2085","CMCC-ESM2",2027,82
"SSP1 2085","CMCC-ESM2",2028,81
"SSP1 2085","CMCC-ESM2",2029,88.3333333333333
"SSP1 2085","CMCC-ESM2",2030,91.2083333333333
"SSP1 2085","CMCC-ESM2",2031,74.4583333333333
"SSP1 2085","CMCC-ESM2",2032,81.1666666666667
"SSP1 2085","CMCC-ESM2",2033,95.0833333333333
"SSP1 2085","CMCC-ESM2",2034,91.2083333333333
"SSP1 2085","CMCC-ESM2",2035,89.2083333333333
"SSP1 2085","CMCC-ESM2",2036,94.1666666666667
"SSP1 2085","CMCC-ESM2",2037,104.458333333333
"SSP1 2085","CMCC-ESM2",2038,98.8333333333333
"SSP1 2085","CMCC-ESM2",2039,113.125
"SSP1 2085","CMCC-ESM2",2040,87.9583333333333
"SSP1 2085","CMCC-ESM2",2041,77.125
"SSP1 2085","CMCC-ESM2",2042,98.2083333333333
"SSP1 2085","CMCC-ESM2",2043,98
"SSP1 2085","CMCC-ESM2",2044,84.1666666666667
"SSP1 2085","CMCC-ESM2",2045,101.291666666667
"SSP1 2085","CMCC-ESM2",2046,108.125
"SSP1 2085","CMCC-ESM2",2047,91.2916666666667
"SSP1 2085","CMCC-ESM2",2048,86.0416666666667
"SSP1 2085","CMCC-ESM2",2049,101.25
"SSP1 2085","CMCC-ESM2",2050,93.4583333333333
"SSP1 2085","CMCC-ESM2",2051,104.125
"SSP1 2085","CMCC-ESM2",2052,98.0416666666667
"SSP1 2085","CMCC-ESM2",2053,77.5416666666667
"SSP1 2085","CMCC-ESM2",2054,80.9583333333333
"SSP1 2085","CMCC-ESM2",2055,86.0833333333333
"SSP1 2085","CMCC-ESM2",2056,87.9583333333333
"SSP1 2085","CMCC-ESM2",2057,98.2916666666667
"SSP1 2085","CMCC-ESM2",2058,88.2083333333333
"SSP1 2085","CMCC-ESM2",2059,92.125
"SSP1 2085","CMCC-ESM2",2060,97.25
"SSP1 2085","CMCC-ESM2",2061,98.1666666666667
"SSP1 2085","CMCC-ESM2",2062,99.2083333333333
"SSP1 2085","CMCC-ESM2",2063,93.25
"SSP1 2085","CMCC-ESM2",2064,90.3333333333333
"SSP1 2085","CMCC-ESM2",2065,81.8333333333333
"SSP1 2085","CMCC-ESM2",2066,90.7916666666667
"SSP1 2085","CMCC-ESM2",2067,83.5416666666667
"SSP1 2085","CMCC-ESM2",2068,86.9583333333333
"SSP1 2085","CMCC-ESM2",2069,95.375
"SSP1 2085","CMCC-ESM2",2070,83.0416666666667
"SSP1 2085","CMCC-ESM2",2071,92.125
"SSP1 2085","CMCC-ESM2",2072,82.5833333333333
"SSP1 2085","CMCC-ESM2",2073,77.0833333333333
"SSP1 2085","CMCC-ESM2",2074,97.4583333333333
"SSP1 2085","CMCC-ESM2",2075,94.3333333333333
"SSP1 2085","CMCC-ESM2",2076,87.125
"SSP1 2085","CMCC-ESM2",2077,88.125
"SSP1 2085","CMCC-ESM2",2078,104.083333333333
"SSP1 2085","CMCC-ESM2",2079,84.3333333333333
"SSP1 2085","CMCC-ESM2",2080,88
"SSP1 2085","CMCC-ESM2",2081,71.1666666666667
"SSP1 2085","CMCC-ESM2",2082,103.416666666667
"SSP1 2085","CMCC-ESM2",2083,108.958333333333
"SSP1 2085","CMCC-ESM2",2084,87.2083333333333
"SSP1 2085","CMCC-ESM2",2085,91.125
"SSP1 2085","CMCC-ESM2",2086,104.291666666667
"SSP1 2085","CMCC-ESM2",2087,105.375
"SSP1 2085","CMCC-ESM2",2088,88.5
"SSP1 2085","CMCC-ESM2",2089,94.9166666666667
"SSP1 2085","CMCC-ESM2",2090,97.2916666666667
"SSP1 2085","CMCC-ESM2",2091,108.416666666667
"SSP1 2085","CMCC-ESM2",2092,102.25
"SSP1 2085","CMCC-ESM2",2093,96.1666666666667
"SSP1 2085","CMCC-ESM2",2094,94.3333333333333
"SSP1 2085","CMCC-ESM2",2095,109.416666666667
"SSP1 2085","CMCC-ESM2",2096,83.0416666666667
"SSP1 2085","CMCC-ESM2",2097,113.875
"SSP1 2085","CMCC-ESM2",2098,97.25
"SSP1 2085","CMCC-ESM2",2099,93.1666666666667
"SSP1 2085","CMCC-ESM2",2100,87.0833333333333
"SSP1 2085","CNRM-CM6-1-HR",2001,NA
"SSP1 2085","CNRM-CM6-1-HR",2002,93.0833333333333
"SSP1 2085","CNRM-CM6-1-HR",2003,85.6666666666667
"SSP1 2085","CNRM-CM6-1-HR",2004,88
"SSP1 2085","CNRM-CM6-1-HR",2005,77.125
"SSP1 2085","CNRM-CM6-1-HR",2006,89.9583333333333
"SSP1 2085","CNRM-CM6-1-HR",2007,88.5416666666667
"SSP1 2085","CNRM-CM6-1-HR",2008,93.5416666666667
"SSP1 2085","CNRM-CM6-1-HR",2009,83.1666666666667
"SSP1 2085","CNRM-CM6-1-HR",2010,86.4583333333333
"SSP1 2085","CNRM-CM6-1-HR",2011,82.1666666666667
"SSP1 2085","CNRM-CM6-1-HR",2012,101.333333333333
"SSP1 2085","CNRM-CM6-1-HR",2013,87.75
"SSP1 2085","CNRM-CM6-1-HR",2014,90.0833333333333
"SSP1 2085","CNRM-CM6-1-HR",2015,97.0416666666667
"SSP1 2085","CNRM-CM6-1-HR",2016,94.25
"SSP1 2085","CNRM-CM6-1-HR",2017,94.0416666666667
"SSP1 2085","CNRM-CM6-1-HR",2018,91.8333333333333
"SSP1 2085","CNRM-CM6-1-HR",2019,112.291666666667
"SSP1 2085","CNRM-CM6-1-HR",2020,93.8333333333333
"SSP1 2085","CNRM-CM6-1-HR",2021,89.9166666666667
"SSP1 2085","CNRM-CM6-1-HR",2022,93.0833333333333
"SSP1 2085","CNRM-CM6-1-HR",2023,97.125
"SSP1 2085","CNRM-CM6-1-HR",2024,90.3333333333333
"SSP1 2085","CNRM-CM6-1-HR",2025,85.6666666666667
"SSP1 2085","CNRM-CM6-1-HR",2026,63.375
"SSP1 2085","CNRM-CM6-1-HR",2027,82.4583333333333
"SSP1 2085","CNRM-CM6-1-HR",2028,79.1666666666667
"SSP1 2085","CNRM-CM6-1-HR",2029,89.125
"SSP1 2085","CNRM-CM6-1-HR",2030,96.1666666666667
"SSP1 2085","CNRM-CM6-1-HR",2031,63
"SSP1 2085","CNRM-CM6-1-HR",2032,81.0833333333333
"SSP1 2085","CNRM-CM6-1-HR",2033,98.0416666666667
"SSP1 2085","CNRM-CM6-1-HR",2034,94.0416666666667
"SSP1 2085","CNRM-CM6-1-HR",2035,90.5416666666667
"SSP1 2085","CNRM-CM6-1-HR",2036,97.0416666666667
"SSP1 2085","CNRM-CM6-1-HR",2037,104.375
"SSP1 2085","CNRM-CM6-1-HR",2038,103.041666666667
"SSP1 2085","CNRM-CM6-1-HR",2039,119.291666666667
"SSP1 2085","CNRM-CM6-1-HR",2040,73.3333333333333
"SSP1 2085","CNRM-CM6-1-HR",2041,73.25
"SSP1 2085","CNRM-CM6-1-HR",2042,99.25
"SSP1 2085","CNRM-CM6-1-HR",2043,82.2916666666667
"SSP1 2085","CNRM-CM6-1-HR",2044,85.25
"SSP1 2085","CNRM-CM6-1-HR",2045,104.166666666667
"SSP1 2085","CNRM-CM6-1-HR",2046,115.375
"SSP1 2085","CNRM-CM6-1-HR",2047,94.125
"SSP1 2085","CNRM-CM6-1-HR",2048,89.1666666666667
"SSP1 2085","CNRM-CM6-1-HR",2049,103.125
"SSP1 2085","CNRM-CM6-1-HR",2050,97.75
"SSP1 2085","CNRM-CM6-1-HR",2051,112.333333333333
"SSP1 2085","CNRM-CM6-1-HR",2052,100.25
"SSP1 2085","CNRM-CM6-1-HR",2053,76.375
"SSP1 2085","CNRM-CM6-1-HR",2054,71.9583333333333
"SSP1 2085","CNRM-CM6-1-HR",2055,84.25
"SSP1 2085","CNRM-CM6-1-HR",2056,88.8333333333333
"SSP1 2085","CNRM-CM6-1-HR",2057,99.5833333333333
"SSP1 2085","CNRM-CM6-1-HR",2058,88.25
"SSP1 2085","CNRM-CM6-1-HR",2059,89.2916666666667
"SSP1 2085","CNRM-CM6-1-HR",2060,100.833333333333
"SSP1 2085","CNRM-CM6-1-HR",2061,101.041666666667
"SSP1 2085","CNRM-CM6-1-HR",2062,107.041666666667
"SSP1 2085","CNRM-CM6-1-HR",2063,96.5416666666667
"SSP1 2085","CNRM-CM6-1-HR",2064,87.1666666666667
"SSP1 2085","CNRM-CM6-1-HR",2065,81.25
"SSP1 2085","CNRM-CM6-1-HR",2066,87.7083333333333
"SSP1 2085","CNRM-CM6-1-HR",2067,81.75
"SSP1 2085","CNRM-CM6-1-HR",2068,89.4166666666667
"SSP1 2085","CNRM-CM6-1-HR",2069,89.25
"SSP1 2085","CNRM-CM6-1-HR",2070,82.2083333333333
"SSP1 2085","CNRM-CM6-1-HR",2071,91.4166666666667
"SSP1 2085","CNRM-CM6-1-HR",2072,81.4583333333333
"SSP1 2085","CNRM-CM6-1-HR",2073,75.5
"SSP1 2085","CNRM-CM6-1-HR",2074,96.4583333333333
"SSP1 2085","CNRM-CM6-1-HR",2075,96.1666666666667
"SSP1 2085","CNRM-CM6-1-HR",2076,74.25
"SSP1 2085","CNRM-CM6-1-HR",2077,86.375
"SSP1 2085","CNRM-CM6-1-HR",2078,107.958333333333
"SSP1 2085","CNRM-CM6-1-HR",2079,85.5416666666667
"SSP1 2085","CNRM-CM6-1-HR",2080,88.1666666666667
"SSP1 2085","CNRM-CM6-1-HR",2081,66.2083333333333
"SSP1 2085","CNRM-CM6-1-HR",2082,105.875
"SSP1 2085","CNRM-CM6-1-HR",2083,112.166666666667
"SSP1 2085","CNRM-CM6-1-HR",2084,85.0416666666667
"SSP1 2085","CNRM-CM6-1-HR",2085,95.2083333333333
"SSP1 2085","CNRM-CM6-1-HR",2086,105.458333333333
"SSP1 2085","CNRM-CM6-1-HR",2087,107.083333333333
"SSP1 2085","CNRM-CM6-1-HR",2088,89.375
"SSP1 2085","CNRM-CM6-1-HR",2089,97.125
"SSP1 2085","CNRM-CM6-1-HR",2090,98.2916666666667
"SSP1 2085","CNRM-CM6-1-HR",2091,113.125
"SSP1 2085","CNRM-CM6-1-HR",2092,104.875
"SSP1 2085","CNRM-CM6-1-HR",2093,105
"SSP1 2085","CNRM-CM6-1-HR",2094,93.4583333333333
"SSP1 2085","CNRM-CM6-1-HR",2095,116.541666666667
"SSP1 2085","CNRM-CM6-1-HR",2096,83.2916666666667
"SSP1 2085","CNRM-CM6-1-HR",2097,119.125
"SSP1 2085","CNRM-CM6-1-HR",2098,100.958333333333
"SSP1 2085","CNRM-CM6-1-HR",2099,94.1666666666667
"SSP1 2085","CNRM-CM6-1-HR",2100,87.4583333333333
"SSP1 2085","CNRM-ESM2-1",2001,NA
"SSP1 2085","CNRM-ESM2-1",2002,110.083333333333
"SSP1 2085","CNRM-ESM2-1",2003,110.25
"SSP1 2085","CNRM-ESM2-1",2004,102.333333333333
"SSP1 2085","CNRM-ESM2-1",2005,98.0416666666667
"SSP1 2085","CNRM-ESM2-1",2006,94.0416666666667
"SSP1 2085","CNRM-ESM2-1",2007,100.333333333333
"SSP1 2085","CNRM-ESM2-1",2008,105.208333333333
"SSP1 2085","CNRM-ESM2-1",2009,100.333333333333
"SSP1 2085","CNRM-ESM2-1",2010,99.4583333333333
"SSP1 2085","CNRM-ESM2-1",2011,99
"SSP1 2085","CNRM-ESM2-1",2012,108.166666666667
"SSP1 2085","CNRM-ESM2-1",2013,104
"SSP1 2085","CNRM-ESM2-1",2014,106.125
"SSP1 2085","CNRM-ESM2-1",2015,125.083333333333
"SSP1 2085","CNRM-ESM2-1",2016,109.25
"SSP1 2085","CNRM-ESM2-1",2017,104.166666666667
"SSP1 2085","CNRM-ESM2-1",2018,103.208333333333
"SSP1 2085","CNRM-ESM2-1",2019,122.333333333333
"SSP1 2085","CNRM-ESM2-1",2020,100.416666666667
"SSP1 2085","CNRM-ESM2-1",2021,95.0416666666667
"SSP1 2085","CNRM-ESM2-1",2022,97.3333333333333
"SSP1 2085","CNRM-ESM2-1",2023,105.25
"SSP1 2085","CNRM-ESM2-1",2024,103.041666666667
"SSP1 2085","CNRM-ESM2-1",2025,102.416666666667
"SSP1 2085","CNRM-ESM2-1",2026,86.375
"SSP1 2085","CNRM-ESM2-1",2027,90.3333333333333
"SSP1 2085","CNRM-ESM2-1",2028,91.3333333333333
"SSP1 2085","CNRM-ESM2-1",2029,97.1666666666667
"SSP1 2085","CNRM-ESM2-1",2030,111.583333333333
"SSP1 2085","CNRM-ESM2-1",2031,98.375
"SSP1 2085","CNRM-ESM2-1",2032,99
"SSP1 2085","CNRM-ESM2-1",2033,104.541666666667
"SSP1 2085","CNRM-ESM2-1",2034,106.166666666667
"SSP1 2085","CNRM-ESM2-1",2035,114.166666666667
"SSP1 2085","CNRM-ESM2-1",2036,103.916666666667
"SSP1 2085","CNRM-ESM2-1",2037,114
"SSP1 2085","CNRM-ESM2-1",2038,111.041666666667
"SSP1 2085","CNRM-ESM2-1",2039,125.375
"SSP1 2085","CNRM-ESM2-1",2040,104.166666666667
"SSP1 2085","CNRM-ESM2-1",2041,96.2083333333333
"SSP1 2085","CNRM-ESM2-1",2042,110.291666666667
"SSP1 2085","CNRM-ESM2-1",2043,105.083333333333
"SSP1 2085","CNRM-ESM2-1",2044,100.541666666667
"SSP1 2085","CNRM-ESM2-1",2045,110.541666666667
"SSP1 2085","CNRM-ESM2-1",2046,119.333333333333
"SSP1 2085","CNRM-ESM2-1",2047,101.166666666667
"SSP1 2085","CNRM-ESM2-1",2048,108
"SSP1 2085","CNRM-ESM2-1",2049,109.333333333333
"SSP1 2085","CNRM-ESM2-1",2050,107
"SSP1 2085","CNRM-ESM2-1",2051,123.125
"SSP1 2085","CNRM-ESM2-1",2052,119
"SSP1 2085","CNRM-ESM2-1",2053,103
"SSP1 2085","CNRM-ESM2-1",2054,103.958333333333
"SSP1 2085","CNRM-ESM2-1",2055,93.3333333333333
"SSP1 2085","CNRM-ESM2-1",2056,100.041666666667
"SSP1 2085","CNRM-ESM2-1",2057,108.25
"SSP1 2085","CNRM-ESM2-1",2058,99.375
"SSP1 2085","CNRM-ESM2-1",2059,104.041666666667
"SSP1 2085","CNRM-ESM2-1",2060,106.916666666667
"SSP1 2085","CNRM-ESM2-1",2061,110.291666666667
"SSP1 2085","CNRM-ESM2-1",2062,111.041666666667
"SSP1 2085","CNRM-ESM2-1",2063,103.916666666667
"SSP1 2085","CNRM-ESM2-1",2064,117.166666666667
"SSP1 2085","CNRM-ESM2-1",2065,93.25
"SSP1 2085","CNRM-ESM2-1",2066,96.2083333333333
"SSP1 2085","CNRM-ESM2-1",2067,99.0416666666667
"SSP1 2085","CNRM-ESM2-1",2068,104.208333333333
"SSP1 2085","CNRM-ESM2-1",2069,97.125
"SSP1 2085","CNRM-ESM2-1",2070,109.208333333333
"SSP1 2085","CNRM-ESM2-1",2071,103.125
"SSP1 2085","CNRM-ESM2-1",2072,107.291666666667
"SSP1 2085","CNRM-ESM2-1",2073,94.2083333333333
"SSP1 2085","CNRM-ESM2-1",2074,99.2083333333333
"SSP1 2085","CNRM-ESM2-1",2075,102.083333333333
"SSP1 2085","CNRM-ESM2-1",2076,106.208333333333
"SSP1 2085","CNRM-ESM2-1",2077,99
"SSP1 2085","CNRM-ESM2-1",2078,113.833333333333
"SSP1 2085","CNRM-ESM2-1",2079,95.1666666666667
"SSP1 2085","CNRM-ESM2-1",2080,95.5416666666667
"SSP1 2085","CNRM-ESM2-1",2081,77.125
"SSP1 2085","CNRM-ESM2-1",2082,109.458333333333
"SSP1 2085","CNRM-ESM2-1",2083,126.708333333333
"SSP1 2085","CNRM-ESM2-1",2084,95.1666666666667
"SSP1 2085","CNRM-ESM2-1",2085,107.833333333333
"SSP1 2085","CNRM-ESM2-1",2086,114
"SSP1 2085","CNRM-ESM2-1",2087,109
"SSP1 2085","CNRM-ESM2-1",2088,94.2916666666667
"SSP1 2085","CNRM-ESM2-1",2089,105.458333333333
"SSP1 2085","CNRM-ESM2-1",2090,111.208333333333
"SSP1 2085","CNRM-ESM2-1",2091,117.041666666667
"SSP1 2085","CNRM-ESM2-1",2092,108.375
"SSP1 2085","CNRM-ESM2-1",2093,114.041666666667
"SSP1 2085","CNRM-ESM2-1",2094,105.375
"SSP1 2085","CNRM-ESM2-1",2095,125.875
"SSP1 2085","CNRM-ESM2-1",2096,88.9583333333333
"SSP1 2085","CNRM-ESM2-1",2097,123.125
"SSP1 2085","CNRM-ESM2-1",2098,114.166666666667
"SSP1 2085","CNRM-ESM2-1",2099,108
"SSP1 2085","CNRM-ESM2-1",2100,100.416666666667
"SSP1 2085","EC-Earth3-Veg-LR",2001,NA
"SSP1 2085","EC-Earth3-Veg-LR",2002,111.166666666667
"SSP1 2085","EC-Earth3-Veg-LR",2003,109.208333333333
"SSP1 2085","EC-Earth3-Veg-LR",2004,101.125
"SSP1 2085","EC-Earth3-Veg-LR",2005,97.9166666666667
"SSP1 2085","EC-Earth3-Veg-LR",2006,94.75
"SSP1 2085","EC-Earth3-Veg-LR",2007,101
"SSP1 2085","EC-Earth3-Veg-LR",2008,104.75
"SSP1 2085","EC-Earth3-Veg-LR",2009,100.25
"SSP1 2085","EC-Earth3-Veg-LR",2010,99.375
"SSP1 2085","EC-Earth3-Veg-LR",2011,99.1666666666667
"SSP1 2085","EC-Earth3-Veg-LR",2012,108.083333333333
"SSP1 2085","EC-Earth3-Veg-LR",2013,102.083333333333
"SSP1 2085","EC-Earth3-Veg-LR",2014,106.166666666667
"SSP1 2085","EC-Earth3-Veg-LR",2015,122.291666666667
"SSP1 2085","EC-Earth3-Veg-LR",2016,109.041666666667
"SSP1 2085","EC-Earth3-Veg-LR",2017,103.75
"SSP1 2085","EC-Earth3-Veg-LR",2018,101.25
"SSP1 2085","EC-Earth3-Veg-LR",2019,121.833333333333
"SSP1 2085","EC-Earth3-Veg-LR",2020,100.208333333333
"SSP1 2085","EC-Earth3-Veg-LR",2021,95.2083333333333
"SSP1 2085","EC-Earth3-Veg-LR",2022,97.125
"SSP1 2085","EC-Earth3-Veg-LR",2023,105
"SSP1 2085","EC-Earth3-Veg-LR",2024,103.083333333333
"SSP1 2085","EC-Earth3-Veg-LR",2025,103.083333333333
"SSP1 2085","EC-Earth3-Veg-LR",2026,86.625
"SSP1 2085","EC-Earth3-Veg-LR",2027,90.125
"SSP1 2085","EC-Earth3-Veg-LR",2028,90.9583333333333
"SSP1 2085","EC-Earth3-Veg-LR",2029,96.3333333333333
"SSP1 2085","EC-Earth3-Veg-LR",2030,111.333333333333
"SSP1 2085","EC-Earth3-Veg-LR",2031,98.125
"SSP1 2085","EC-Earth3-Veg-LR",2032,97.4166666666667
"SSP1 2085","EC-Earth3-Veg-LR",2033,104.916666666667
"SSP1 2085","EC-Earth3-Veg-LR",2034,105.916666666667
"SSP1 2085","EC-Earth3-Veg-LR",2035,113.833333333333
"SSP1 2085","EC-Earth3-Veg-LR",2036,103.333333333333
"SSP1 2085","EC-Earth3-Veg-LR",2037,113.916666666667
"SSP1 2085","EC-Earth3-Veg-LR",2038,110.958333333333
"SSP1 2085","EC-Earth3-Veg-LR",2039,125.041666666667
"SSP1 2085","EC-Earth3-Veg-LR",2040,103.125
"SSP1 2085","EC-Earth3-Veg-LR",2041,93.4166666666667
"SSP1 2085","EC-Earth3-Veg-LR",2042,110.208333333333
"SSP1 2085","EC-Earth3-Veg-LR",2043,104.041666666667
"SSP1 2085","EC-Earth3-Veg-LR",2044,99
"SSP1 2085","EC-Earth3-Veg-LR",2045,110.541666666667
"SSP1 2085","EC-Earth3-Veg-LR",2046,119.125
"SSP1 2085","EC-Earth3-Veg-LR",2047,100.916666666667
"SSP1 2085","EC-Earth3-Veg-LR",2048,107.083333333333
"SSP1 2085","EC-Earth3-Veg-LR",2049,109.375
"SSP1 2085","EC-Earth3-Veg-LR",2050,106.291666666667
"SSP1 2085","EC-Earth3-Veg-LR",2051,122.083333333333
"SSP1 2085","EC-Earth3-Veg-LR",2052,118.625
"SSP1 2085","EC-Earth3-Veg-LR",2053,101.375
"SSP1 2085","EC-Earth3-Veg-LR",2054,102.375
"SSP1 2085","EC-Earth3-Veg-LR",2055,93.2083333333333
"SSP1 2085","EC-Earth3-Veg-LR",2056,99.25
"SSP1 2085","EC-Earth3-Veg-LR",2057,107.25
"SSP1 2085","EC-Earth3-Veg-LR",2058,99.7916666666667
"SSP1 2085","EC-Earth3-Veg-LR",2059,103.625
"SSP1 2085","EC-Earth3-Veg-LR",2060,106.083333333333
"SSP1 2085","EC-Earth3-Veg-LR",2061,109.875
"SSP1 2085","EC-Earth3-Veg-LR",2062,110.916666666667
"SSP1 2085","EC-Earth3-Veg-LR",2063,103.208333333333
"SSP1 2085","EC-Earth3-Veg-LR",2064,116.208333333333
"SSP1 2085","EC-Earth3-Veg-LR",2065,92.2083333333333
"SSP1 2085","EC-Earth3-Veg-LR",2066,97.0416666666667
